State,Account length,Area code,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total day charge,Total eve minutes,Total eve calls,Total eve charge,Total night minutes,Total night calls,Total night charge,Total intl minutes,Total intl calls,Total intl charge,Customer service calls,Churn,Total minutes,Total calls,Total charge,Bin_Total day minutes,Bin_Total day calls,Bin_Total day charge,Bin_Total eve minutes,Bin_Total eve calls,Bin_Total eve charge,Bin_Total night minutes,Bin_Total night calls,Bin_Total night charge,Bin_Total intl minutes,Bin_Total intl charge,Bin_Total minutes,Bin_Total calls,Bin_Total charge,Bin_Account length
MI,62,415,0,0,0,98.9,103,16.81,135.4,122,11.51,236.6,82,10.65,12.2,1,3.29,1,0,483.09999999999997,308,42.26,3,7,3,4,8,4,6,4,6,7,7,4,6,3,3
OK,146,415,0,0,0,206.3,151,35.07,148.6,89,12.63,167.2,91,7.52,6.1,3,1.65,1,0,528.1999999999999,334,56.87,6,10,6,5,6,5,4,5,4,4,4,5,7,5,6
DE,92,415,0,1,33,243.1,92,41.33,213.8,92,18.17,228.7,104,10.29,12.1,2,3.27,2,0,697.6999999999999,290,73.05999999999999,7,6,7,6,6,6,6,5,6,7,7,7,5,7,4
GA,185,510,0,1,31,189.8,126,32.27,163.3,133,13.88,264.8,126,11.92,7.5,3,2.03,1,0,625.4000000000001,388,60.10000000000001,6,8,6,5,8,5,7,7,7,4,4,6,9,6,8
DC,148,415,0,0,0,202.0,102,34.34,243.2,128,20.67,261.3,90,11.76,10.9,3,2.94,1,0,717.4,323,69.71000000000001,6,7,6,7,8,7,7,5,7,6,6,8,6,7,7
AZ,94,408,0,1,38,170.1,124,28.92,193.3,116,16.43,105.9,73,4.77,12.8,4,3.46,1,0,482.09999999999997,317,53.580000000000005,5,8,5,6,7,6,3,3,3,7,7,4,6,5,4
CO,68,408,0,0,0,237.1,105,40.31,223.5,105,19.0,97.4,79,4.38,13.2,2,3.56,1,0,571.2,291,67.25,7,7,7,7,7,7,2,4,2,7,7,5,5,7,3
LA,179,408,0,0,0,219.2,92,37.26,149.4,125,12.7,244.7,104,11.01,6.1,5,1.65,0,0,619.4,326,62.61999999999999,7,6,7,5,8,5,6,5,6,4,4,6,6,6,8
NE,94,415,0,0,0,252.6,104,42.94,169.0,125,14.37,170.9,106,7.69,11.1,7,3.0,2,0,603.6,342,68.0,8,7,8,5,8,5,4,6,4,6,6,6,7,7,4
MN,62,415,0,0,0,147.1,91,25.01,190.4,107,16.18,195.2,115,8.78,12.2,3,3.29,0,0,544.9000000000001,316,53.26,5,6,5,6,7,6,5,6,5,7,7,5,6,5,3
AR,116,408,0,0,0,173.5,93,29.5,194.1,76,16.5,208.0,112,9.36,16.2,10,4.37,3,0,591.8000000000001,291,59.73,5,6,5,6,5,6,5,6,5,9,9,6,5,6,5
KS,70,408,0,0,0,232.1,122,39.46,292.3,112,24.85,201.2,112,9.05,0.0,0,0.0,3,0,725.5999999999999,346,73.36,7,8,7,9,7,9,5,6,5,0,0,8,7,7,3
WV,94,510,1,1,23,197.1,125,33.51,214.5,136,18.23,282.2,103,12.7,9.5,5,2.57,4,0,703.3,369,67.00999999999999,6,8,6,6,8,6,7,5,7,5,5,7,8,7,4
AK,126,415,0,0,0,58.2,94,9.89,138.7,118,11.79,136.8,91,6.16,11.9,1,3.21,5,1,345.59999999999997,304,31.05,2,6,2,4,7,4,4,5,4,6,6,2,6,2,6
NY,67,408,0,1,36,115.6,111,19.65,237.7,94,20.2,169.9,103,7.65,9.9,12,2.67,2,0,533.0999999999999,320,50.169999999999995,4,7,4,7,6,7,4,5,4,5,5,5,6,4,3
NH,19,408,0,0,0,186.1,98,31.64,254.3,57,21.62,214.0,127,9.63,14.6,7,3.94,2,0,669.0,289,66.83000000000001,6,6,6,7,4,7,6,7,6,8,8,7,5,6,1
VA,170,510,1,0,0,259.9,68,44.18,245.0,122,20.83,134.4,121,6.05,8.4,3,2.27,3,0,647.6999999999999,314,73.32999999999998,8,5,8,7,8,7,3,7,3,5,5,7,6,7,7
NM,73,415,0,0,0,214.3,145,36.43,268.5,135,22.82,241.2,92,10.85,10.8,13,2.92,1,0,734.8,385,73.02,7,9,7,8,8,8,6,5,6,6,6,8,9,7,3
NY,106,408,0,0,0,158.7,74,26.98,64.3,139,5.47,198.5,103,8.93,10.2,4,2.75,1,0,431.7,320,44.13,5,5,5,2,9,2,5,5,5,6,6,3,6,3,5
WY,164,510,0,0,0,160.6,111,27.3,163.2,126,13.87,187.1,112,8.42,9.0,3,2.43,1,0,519.9,352,52.02,5,7,5,5,8,5,5,6,5,5,5,4,8,4,7
WA,51,408,0,0,0,232.4,109,39.51,187.4,95,15.93,231.2,107,10.4,9.1,3,2.46,1,0,660.1,314,68.3,7,7,7,6,6,6,6,6,6,5,5,7,6,7,3
CO,107,415,0,0,0,133.8,85,22.75,180.5,94,15.34,112.2,115,5.05,8.9,4,2.4,0,0,435.4,298,45.54,4,6,4,5,6,5,3,6,3,5,5,3,5,4,5
TX,130,415,0,0,0,176.9,109,30.07,90.7,104,7.71,238.0,69,10.71,9.5,2,2.57,1,0,515.1,284,51.06,6,7,6,3,7,3,6,3,6,5,5,4,5,4,6
KY,80,408,0,0,0,209.9,74,35.68,195.1,77,16.58,208.2,119,9.37,8.8,4,2.38,2,0,622.0,274,64.00999999999999,6,5,6,6,5,6,5,7,5,5,5,6,4,6,4
MT,94,415,0,0,0,137.5,118,23.38,203.2,88,17.27,150.0,131,6.75,13.4,2,3.62,0,0,504.09999999999997,339,51.019999999999996,4,8,4,6,6,6,4,7,4,7,7,4,7,4,4
OK,118,408,0,1,23,289.5,52,49.22,166.6,111,14.16,119.1,88,5.36,9.5,4,2.57,1,0,584.7,255,71.30999999999999,9,4,9,5,7,5,3,4,3,5,5,6,3,7,5
MD,117,415,0,1,23,198.1,86,33.68,177.0,86,15.05,180.5,92,8.12,6.8,6,1.84,1,0,562.4,270,58.690000000000005,6,6,6,5,6,5,5,5,5,4,4,5,4,5,5
TN,78,415,0,0,0,149.7,119,25.45,182.2,115,15.49,261.5,126,11.77,9.7,8,2.62,0,0,603.1,368,55.32999999999999,5,8,5,6,7,6,7,7,7,5,5,6,8,5,4
ME,131,510,1,1,26,292.9,101,49.79,199.7,97,16.97,255.3,127,11.49,13.8,7,3.73,4,1,761.6999999999999,332,81.97999999999999,9,7,9,6,6,6,7,7,7,7,7,8,7,9,6
DC,63,408,0,0,0,83.0,64,14.11,177.0,106,15.05,245.7,89,11.06,13.0,3,3.51,0,0,518.7,262,43.73,3,4,3,5,7,5,6,4,6,7,7,4,4,3,3
MN,53,415,0,1,24,145.7,146,24.77,220.5,136,18.74,249.9,96,11.25,13.1,5,3.54,3,0,629.2,383,58.3,5,9,5,7,8,7,7,5,7,7,7,6,9,5,3
DE,62,408,0,0,0,182.3,101,30.99,328.2,93,27.9,245.0,131,11.03,11.2,1,3.02,2,0,766.7,326,72.94,6,7,6,10,6,10,6,7,6,6,6,9,6,7,3
MD,97,415,0,0,0,218.0,86,37.06,184.0,94,15.64,240.5,110,10.82,6.4,8,1.73,3,0,648.9,298,65.25,7,6,7,6,6,6,6,6,6,4,4,7,5,6,4
MI,105,510,0,0,0,140.6,109,23.9,178.6,51,15.18,217.0,83,9.76,6.8,3,1.84,2,0,543.0,246,50.68,5,7,5,5,3,5,6,4,6,4,4,5,3,4,5
WA,157,415,0,0,0,152.7,105,25.96,257.5,80,21.89,198.1,93,8.91,9.4,4,2.54,1,0,617.6999999999999,282,59.300000000000004,5,7,5,8,5,8,5,5,5,5,5,6,5,5,7
MO,66,415,0,1,36,106.7,76,18.14,209.8,77,17.83,190.4,117,8.57,12.1,2,3.27,1,0,519.0,272,47.81,4,5,4,6,5,6,5,6,5,7,7,4,4,4,3
OR,38,415,0,0,0,194.4,94,33.05,186.7,95,15.87,223.3,90,10.05,10.8,5,2.92,3,0,615.2,284,61.89,6,6,6,6,6,6,6,5,6,6,6,6,5,6,2
MD,106,510,0,0,0,213.9,95,36.36,151.9,70,12.91,260.1,124,11.7,12.2,5,3.29,3,0,638.1000000000001,294,64.26,7,6,7,5,5,5,7,7,7,7,7,6,5,6,5
RI,99,510,0,0,0,217.2,112,36.92,246.7,89,20.97,226.1,89,10.17,15.8,7,4.27,3,0,705.8,297,72.33,7,7,7,7,6,7,6,4,6,8,8,8,5,7,5
AZ,144,510,1,0,0,203.5,100,34.6,247.6,103,21.05,194.3,94,8.74,11.9,11,3.21,0,0,657.3000000000001,308,67.6,6,7,6,7,7,7,5,5,5,6,6,7,6,7,6
PA,82,415,0,1,24,155.2,131,26.38,244.5,106,20.78,122.4,68,5.51,10.7,3,2.89,1,0,532.8000000000001,308,55.559999999999995,5,8,5,7,7,7,3,3,3,6,6,5,6,5,4
AZ,86,408,0,1,31,167.6,139,28.49,113.0,118,9.61,246.9,121,11.11,12.2,6,3.29,1,0,539.7,384,52.49999999999999,5,9,5,4,7,4,7,7,7,7,7,5,9,5,4
FL,70,510,1,0,0,226.7,98,38.54,228.1,115,19.39,73.2,93,3.29,17.6,4,4.75,2,1,545.6,310,65.97,7,6,7,7,7,7,2,5,2,9,9,5,6,6,3
LA,93,415,0,0,0,179.3,93,30.48,178.6,98,15.18,225.2,131,10.13,11.5,6,3.11,3,0,594.5999999999999,328,58.9,6,6,6,5,6,5,6,7,6,6,6,6,7,5,4
FL,93,415,0,0,0,151.4,89,25.74,186.4,76,15.84,172.5,120,7.76,10.9,3,2.94,0,0,521.2,288,52.279999999999994,5,6,5,6,5,6,5,7,5,6,6,4,5,5,4
FL,120,415,0,0,0,180.0,80,30.6,224.2,82,19.06,265.4,91,11.94,4.7,7,1.27,3,0,674.3,260,62.87,6,5,6,7,5,7,7,5,7,3,3,7,4,6,5
MD,136,415,0,0,0,250.2,121,42.53,267.1,118,22.7,151.0,114,6.8,13.0,2,3.51,1,1,681.3,355,75.54,8,8,8,8,7,8,4,6,4,7,7,7,8,8,6
AL,106,415,0,0,0,223.0,121,37.91,110.1,98,9.36,188.7,107,8.49,7.1,12,1.92,0,0,528.9,338,57.68,7,8,7,4,6,4,5,6,5,4,4,5,7,5,5
WA,81,415,0,0,0,183.6,116,31.21,152.6,98,12.97,212.2,99,9.55,12.2,6,3.29,3,0,560.6,319,57.02,6,8,6,5,6,5,6,5,6,7,7,5,6,5,4
TN,127,408,0,1,22,166.0,114,28.22,174.5,103,14.83,244.9,68,11.02,10.2,6,2.75,1,0,595.6,291,56.81999999999999,5,7,5,5,7,5,6,3,6,6,6,6,5,5,6
ME,35,408,0,0,0,149.3,113,25.38,242.2,122,20.59,174.3,104,7.84,8.9,6,2.4,2,0,574.6999999999999,345,56.21,5,7,5,7,8,7,5,5,5,5,5,5,7,5,2
OK,88,408,0,0,0,65.4,97,11.12,168.2,76,14.3,236.0,113,10.62,13.8,1,3.73,2,0,483.40000000000003,287,39.769999999999996,2,6,2,5,5,5,6,6,6,7,7,4,5,3,4
MO,123,415,0,0,0,206.9,85,35.17,244.7,78,20.8,221.5,136,9.97,7.7,2,2.08,3,0,680.8000000000001,301,68.02,6,6,6,7,5,7,6,8,6,4,4,7,5,7,6
IA,126,408,0,1,27,186.2,78,31.65,189.6,83,16.12,76.5,139,3.44,9.6,3,2.59,2,0,461.9,303,53.8,6,5,6,6,5,6,2,8,2,5,5,3,5,5,6
VA,104,415,0,1,23,280.2,136,47.63,220.5,92,18.74,136.9,102,6.16,13.3,3,3.59,4,0,650.9,333,76.12,8,9,8,7,6,7,4,5,4,7,7,7,7,8,5
MD,93,408,1,0,0,312.0,109,53.04,129.4,100,11.0,217.6,74,9.79,10.5,2,2.84,0,1,669.5,285,76.66999999999999,9,7,9,4,6,4,6,3,6,6,6,7,5,8,4
OH,63,415,1,1,36,199.0,110,33.83,291.3,111,24.76,197.6,92,8.89,11.0,6,2.97,1,0,698.9,319,70.45,6,7,6,9,7,9,5,5,5,6,6,7,6,7,3
OK,100,415,0,0,0,203.1,96,34.53,217.0,126,18.45,180.9,122,8.14,13.5,2,3.65,3,0,614.5,346,64.77000000000001,6,6,6,6,8,6,5,7,5,7,7,6,7,6,5
NV,53,415,0,0,0,168.8,97,28.7,220.3,87,18.73,154.3,113,6.94,10.9,2,2.94,0,0,554.3000000000001,299,57.309999999999995,5,6,5,7,6,7,4,6,4,6,6,5,5,5,3
ID,92,415,1,0,0,173.1,140,29.43,240.3,105,20.43,233.2,117,10.49,9.0,5,2.43,1,0,655.5999999999999,367,62.78,5,9,5,7,7,7,6,6,6,5,5,7,8,6,4
SD,110,408,0,1,40,202.6,103,34.44,118.8,128,10.1,234.9,98,10.57,9.0,9,2.43,2,0,565.3,338,57.54,6,7,6,4,8,4,6,5,6,5,5,5,7,5,5
IL,110,408,0,0,0,74.5,117,12.67,200.8,98,17.07,192.2,101,8.65,9.8,7,2.65,3,0,477.3,323,41.04,3,8,3,6,6,6,5,5,5,5,5,4,6,3,5
AL,73,415,0,0,0,192.2,86,32.67,168.6,116,14.33,139.8,87,6.29,9.4,6,2.54,1,0,509.99999999999994,295,55.83,6,6,6,5,7,5,4,4,4,5,5,4,5,5,3
NJ,138,510,0,0,0,220.2,89,37.43,88.3,125,7.51,195.3,79,8.79,12.9,5,3.48,0,0,516.7,298,57.209999999999994,7,6,7,3,8,3,5,4,5,7,7,4,5,5,6
NV,137,415,1,0,0,135.1,95,22.97,134.1,102,11.4,223.1,81,10.04,12.3,2,3.32,2,1,504.59999999999997,280,47.73,4,6,4,4,6,4,6,4,6,7,7,4,4,4,6
IN,36,415,0,0,0,253.4,77,43.08,182.4,151,15.5,275.8,103,12.41,8.4,2,2.27,1,0,720.0,333,73.25999999999999,8,5,8,6,9,6,7,5,7,5,5,8,7,7,2
WV,85,408,0,0,0,225.0,81,38.25,176.9,63,15.04,194.3,110,8.74,7.1,2,1.92,3,0,603.3000000000001,256,63.95,7,5,7,5,4,5,5,6,5,4,4,6,3,6,4
VA,108,408,0,0,0,198.5,99,33.75,267.8,60,22.76,354.9,75,15.97,9.4,3,2.54,0,1,830.6,237,75.02000000000001,6,6,6,8,4,8,9,3,9,5,5,10,3,8,5
SC,22,408,0,0,0,110.3,107,18.75,166.5,93,14.15,202.3,96,9.1,9.5,5,2.57,0,0,488.6,301,44.57,4,7,4,5,6,5,5,5,5,5,5,4,5,3,1
RI,107,415,0,1,37,60.0,102,10.2,102.2,80,8.69,261.8,106,11.78,11.1,3,3.0,0,0,435.1,291,33.67,2,7,2,3,5,3,7,6,7,6,6,3,5,2,5
IN,51,510,0,0,0,214.8,94,36.52,149.7,58,12.72,283.4,66,12.75,10.2,5,2.75,0,0,658.1,223,64.74000000000001,7,6,7,5,4,5,7,3,7,6,6,7,2,6,3
OR,33,415,0,1,29,157.4,99,26.76,117.9,80,10.02,279.2,79,12.56,13.9,11,3.75,4,1,568.4,269,53.09,5,6,5,4,5,4,7,4,7,7,7,5,4,5,2
NJ,106,415,0,0,0,207.9,91,35.34,172.0,109,14.62,191.8,143,8.63,14.4,7,3.89,4,0,586.1,350,62.480000000000004,6,6,6,5,7,5,5,8,5,8,8,6,8,6,5
MS,82,408,0,0,0,207.0,90,35.19,232.9,83,19.8,172.4,108,7.76,9.1,8,2.46,3,0,621.4,289,65.21,6,6,6,7,5,7,5,6,5,5,5,6,5,6,4
TX,97,415,1,0,0,143.7,117,24.43,273.0,82,23.21,178.3,81,8.02,10.9,3,2.94,0,0,605.9,283,58.599999999999994,5,8,5,8,5,8,5,4,5,6,6,6,5,5,4
DC,108,510,0,0,0,138.6,122,23.56,172.3,117,14.65,231.6,92,10.42,9.8,3,2.65,1,0,552.3,334,51.28,4,8,4,5,7,5,6,5,6,5,5,5,7,4,5
TX,114,415,0,0,0,84.7,118,14.4,249.9,86,21.24,193.4,95,8.7,14.5,8,3.92,1,0,542.5,307,48.260000000000005,3,8,3,7,6,7,5,5,5,8,8,5,6,4,5
UT,59,510,0,0,0,155.2,79,26.38,235.3,123,20.0,169.4,80,7.62,8.7,4,2.35,1,0,568.6,286,56.349999999999994,5,5,5,7,8,7,4,4,4,5,5,5,5,5,3
MN,24,510,0,1,25,164.9,110,28.03,209.3,105,17.79,231.2,55,10.4,6.7,9,1.81,1,0,612.1000000000001,279,58.03,5,7,5,6,7,6,6,2,6,4,4,6,4,5,1
IL,151,408,0,0,0,134.5,88,22.87,143.1,112,12.16,223.9,61,10.08,15.4,1,4.16,1,0,516.9,262,49.269999999999996,4,6,4,4,7,4,6,2,6,8,8,4,4,4,7
NM,117,415,0,0,0,143.3,103,24.36,211.3,108,17.96,185.2,96,8.33,11.5,3,3.11,1,0,551.3,310,53.76,5,7,5,6,7,6,5,5,5,6,6,5,6,5,5
WV,114,510,0,1,30,206.2,79,35.05,260.0,91,22.1,291.6,83,13.12,11.4,6,3.08,1,0,769.1999999999999,259,73.35,6,5,6,8,6,8,8,4,8,6,6,9,4,7,5
RI,114,510,0,1,28,225.8,94,38.39,193.0,117,16.41,232.4,100,10.46,8.4,9,2.27,4,0,659.6,320,67.52999999999999,7,6,7,6,7,6,6,5,6,5,5,7,6,7,5
NH,119,408,0,0,0,138.3,89,23.51,170.5,78,14.49,263.9,98,11.88,13.5,6,3.65,3,0,586.2,271,53.53,4,6,4,5,5,5,7,5,7,7,7,6,4,5,5
MA,118,408,1,0,0,160.0,123,27.2,175.4,96,14.91,184.8,99,8.32,9.9,3,2.67,2,0,530.1,321,53.1,5,8,5,5,6,5,5,5,5,5,5,5,6,5,5
PA,101,415,0,0,0,206.6,105,35.12,224.9,117,19.12,249.9,100,11.25,14.6,3,3.94,0,0,696.0,325,69.42999999999999,6,7,6,7,7,7,7,5,7,8,8,7,6,7,5
OK,117,415,0,0,0,134.7,121,22.9,180.0,83,15.3,200.9,104,9.04,7.7,3,2.08,1,0,523.3000000000001,311,49.32,4,8,4,5,5,5,5,5,5,4,4,4,6,4,5
AL,49,415,0,1,28,214.4,78,36.45,235.2,100,19.99,206.2,107,9.28,8.0,13,2.16,3,0,663.8,298,67.88,7,5,7,7,6,7,5,6,5,4,4,7,5,7,2
WY,139,415,0,0,0,192.8,104,32.78,234.4,96,19.92,203.2,101,9.14,13.0,3,3.51,3,0,643.4000000000001,304,65.35000000000001,6,7,6,7,6,7,5,5,5,7,7,6,6,6,6
PA,92,408,0,1,28,151.1,90,25.69,194.8,79,16.56,239.2,114,10.76,10.0,3,2.7,1,0,595.0999999999999,286,55.71,5,6,5,6,5,6,6,6,6,5,5,6,5,5,4
HI,148,510,1,0,0,218.9,88,37.21,208.0,85,17.68,203.3,99,9.15,11.1,4,3.0,0,0,641.3000000000001,276,67.04,7,6,7,6,5,6,5,5,5,6,6,6,4,7,7
AL,131,415,0,1,25,192.7,85,32.76,225.9,105,19.2,254.2,59,11.44,10.9,6,2.94,2,0,683.6999999999999,255,66.33999999999999,6,6,6,7,7,7,7,2,7,6,6,7,3,6,6
VT,146,510,1,0,0,204.4,135,34.75,219.1,90,18.62,222.7,114,10.02,10.5,6,2.84,3,0,656.7,345,66.23,6,9,6,7,6,7,6,6,6,6,6,7,7,6,6
AK,48,415,0,1,37,211.7,115,35.99,159.9,84,13.59,144.1,80,6.48,12.2,1,3.29,1,0,527.9000000000001,280,59.35,7,7,7,5,5,5,4,4,4,7,7,5,4,5,2
MI,86,415,0,1,28,221.6,74,37.67,288.4,100,24.51,240.3,105,10.81,9.0,2,2.43,1,0,759.3,281,75.42000000000002,7,5,7,8,6,8,6,6,6,5,5,8,4,8,4
DE,71,415,0,0,0,197.9,108,33.64,181.5,109,15.43,281.4,56,12.66,6.7,5,1.81,3,0,667.5,278,63.540000000000006,6,7,6,5,7,5,7,2,7,4,4,7,4,6,3
MI,137,510,0,0,0,206.4,122,35.09,128.0,102,10.88,194.5,84,8.75,8.8,5,2.38,2,0,537.6999999999999,313,57.10000000000001,6,8,6,4,6,4,5,4,5,5,5,5,6,5,6
KS,137,408,0,0,0,205.9,88,35.0,209.3,86,17.79,289.9,84,13.05,14.5,4,3.92,2,0,719.6,262,69.76,6,6,6,6,6,6,8,4,8,8,8,8,4,7,6
AL,167,510,0,0,0,207.6,88,35.29,132.4,63,11.25,255.2,98,11.48,14.1,5,3.81,0,0,609.3000000000001,254,61.83,6,6,6,4,4,4,7,5,7,8,8,6,3,6,7
NE,132,510,0,0,0,99.5,110,16.92,129.1,80,10.97,125.1,124,5.63,9.7,3,2.62,0,0,363.4,317,36.14,3,7,3,4,5,4,3,7,3,5,5,2,6,2,6
WI,94,510,0,0,0,177.1,112,30.11,194.0,112,16.49,146.7,108,6.6,5.9,4,1.59,1,0,523.6999999999999,336,54.79,6,7,6,6,7,6,4,6,4,3,3,4,7,5,4
WI,96,510,0,1,18,172.7,86,29.36,133.4,113,11.34,259.5,70,11.68,9.8,3,2.65,1,0,575.4,272,55.03,5,6,5,4,7,4,7,3,7,5,5,5,4,5,4
IN,166,510,0,0,0,204.2,115,34.71,179.9,152,15.29,216.8,109,9.76,9.5,5,2.57,1,0,610.4000000000001,381,62.33,6,7,6,5,9,5,6,6,6,5,5,6,9,6,7
DC,74,415,0,0,0,85.7,83,14.57,247.7,67,21.05,142.4,85,6.41,10.1,5,2.73,2,0,485.9,240,44.76,3,6,3,7,4,7,4,4,4,6,6,4,3,3,4
AR,36,415,0,0,0,157.6,117,26.79,184.3,58,15.67,240.4,99,10.82,11.9,1,3.21,0,0,594.1999999999999,275,56.49,5,8,5,6,4,6,6,5,6,6,6,6,4,5,2
ME,113,415,0,0,0,215.5,129,36.64,218.7,117,18.59,207.1,91,9.32,6.6,9,1.78,4,0,647.9,346,66.33000000000001,7,8,7,7,7,7,5,5,5,4,4,7,7,6,5
MD,67,415,0,0,0,171.7,80,29.19,110.4,81,9.38,195.4,111,8.79,11.9,4,3.21,2,0,489.4,276,50.57,5,5,5,4,5,4,5,6,5,6,6,4,4,4,3
IA,158,415,0,0,0,158.0,106,26.86,292.5,114,24.86,241.1,89,10.85,9.1,4,2.46,1,0,700.7,313,65.03,5,7,5,9,7,9,6,4,6,5,5,7,6,6,7
AZ,136,510,0,0,0,92.0,117,15.64,253.6,77,21.56,214.1,90,9.63,10.3,10,2.78,1,0,570.0,294,49.61000000000001,3,8,3,7,5,7,6,5,6,6,6,5,5,4,6
MO,196,415,0,0,0,234.0,109,39.78,249.5,114,21.21,173.1,70,7.79,9.1,5,2.46,2,0,665.7,298,71.24,7,7,7,7,7,7,5,3,5,5,5,7,5,7,9
VT,113,415,0,0,0,272.1,111,46.26,268.5,118,22.82,213.8,105,9.62,8.5,10,2.3,1,1,762.9000000000001,344,81.0,8,7,8,8,7,8,6,6,6,5,5,8,7,8,5
RI,112,510,0,0,0,194.4,101,33.05,190.3,82,16.18,183.4,107,8.25,11.4,2,3.08,0,0,579.5,292,60.559999999999995,6,7,6,6,5,6,5,6,5,6,6,5,5,6,5
SD,209,415,0,0,0,227.2,128,38.62,258.4,92,21.96,183.5,74,8.26,8.9,4,2.4,3,0,677.9999999999999,298,71.24000000000001,7,8,7,8,6,8,5,3,5,5,5,7,5,7,9
MN,62,415,0,0,0,248.7,109,42.28,220.0,118,18.7,265.7,78,11.96,13.2,2,3.56,1,1,747.6,307,76.5,8,7,8,7,7,7,7,4,7,7,7,8,6,8,3
TX,110,415,0,1,38,236.3,102,40.17,195.9,112,16.65,183.5,82,8.26,9.7,6,2.62,1,0,625.4000000000001,302,67.7,7,7,7,6,7,6,5,4,5,5,5,6,5,7,5
VA,16,510,0,0,0,205.6,69,34.95,169.5,93,14.41,220.1,64,9.9,10.9,3,2.94,0,0,606.1,229,62.199999999999996,6,5,6,5,6,5,6,3,6,6,6,6,2,6,1
MA,73,408,0,0,0,94.1,136,16.0,280.3,122,23.83,205.0,77,9.23,9.8,4,2.65,0,0,589.1999999999999,339,51.71,3,9,3,8,8,8,5,4,5,5,5,6,7,4,3
ID,128,408,0,0,0,125.2,99,21.28,205.4,107,17.46,254.4,111,11.45,18.9,2,5.1,0,0,603.9,319,55.29,4,6,4,6,7,6,7,6,7,10,10,6,6,5,6
MA,39,408,0,0,0,60.4,158,10.27,306.2,120,26.03,123.9,46,5.58,12.4,3,3.35,1,0,502.9,327,45.23,2,10,2,9,8,9,3,1,3,7,7,4,7,4,2
GA,103,415,0,1,28,121.0,105,20.57,270.4,100,22.98,160.5,76,7.22,7.7,4,2.08,2,0,559.6,285,52.849999999999994,4,7,4,8,6,8,4,4,4,4,4,5,5,5,5
RI,119,415,0,1,29,117.8,66,20.03,256.8,114,21.83,147.6,76,6.64,7.6,3,2.05,3,0,529.8000000000001,259,50.55,4,4,4,8,7,8,4,4,4,4,4,5,4,4,5
ID,173,510,0,1,21,232.4,96,39.51,211.9,118,18.01,273.0,102,12.29,5.0,5,1.35,3,0,722.3,321,71.16,7,6,7,6,7,6,7,5,7,3,3,8,6,7,8
SD,128,510,1,1,32,223.5,81,38.0,188.8,74,16.05,154.9,101,6.97,9.4,2,2.54,2,1,576.6,258,63.559999999999995,7,5,7,6,5,6,4,5,4,5,5,5,3,6,6
MA,86,510,0,0,0,176.3,79,29.97,259.2,97,22.03,287.4,78,12.93,6.2,3,1.67,0,0,729.1,257,66.60000000000001,6,5,6,8,6,8,8,4,8,4,4,8,3,6,4
WY,114,415,0,1,32,125.2,79,21.28,177.8,105,15.11,232.4,89,10.46,12.9,3,3.48,1,0,548.3,276,50.33,4,5,4,5,7,5,6,4,6,7,7,5,4,4,5
VA,104,408,0,0,0,138.7,107,23.58,256.9,113,21.84,234.9,74,10.57,10.0,3,2.7,0,0,640.5,297,58.690000000000005,4,7,4,8,7,8,6,3,6,5,5,6,5,5,5
OR,148,415,0,0,0,86.3,134,14.67,246.6,92,20.96,251.6,91,11.32,11.3,4,3.05,1,0,595.8,321,50.0,3,9,3,7,6,7,7,5,7,6,6,6,6,4,7
VA,129,408,0,0,0,207.0,91,35.19,154.9,121,13.17,245.1,112,11.03,13.4,5,3.62,3,0,620.4,329,63.01,6,6,6,5,8,5,6,6,6,7,7,6,7,6,6
ME,100,510,0,1,30,58.8,104,10.0,219.5,107,18.66,152.3,118,6.85,7.1,3,1.92,0,0,437.70000000000005,332,37.43,2,7,2,7,7,7,4,6,4,4,4,3,7,2,5
GA,143,408,0,1,33,239.2,109,40.66,235.5,112,20.02,156.3,95,7.03,9.5,4,2.57,1,0,640.5,320,70.27999999999999,7,7,7,7,7,7,4,5,4,5,5,6,6,7,6
IA,76,510,0,0,0,198.3,130,33.71,217.1,86,18.45,188.4,96,8.48,12.5,3,3.38,0,0,616.3,315,64.02,6,8,6,6,6,6,5,5,5,7,7,6,6,6,4
AZ,158,510,0,0,0,205.2,97,34.88,240.6,77,20.45,79.7,108,3.59,14.4,12,3.89,0,0,539.9,294,62.81,6,6,6,7,5,7,2,6,2,8,8,5,5,6,7
FL,116,510,0,0,0,192.1,98,32.66,312.9,135,26.6,130.2,94,5.86,7.9,2,2.13,3,0,643.1,329,67.25,6,6,6,9,8,9,3,5,3,4,4,6,7,7,5
MT,54,415,0,0,0,272.6,83,46.34,248.7,74,21.14,197.4,111,8.88,9.5,2,2.57,1,1,728.1999999999999,270,78.92999999999999,8,6,8,7,5,7,5,6,5,5,5,8,4,8,3
AL,86,415,0,0,0,128.3,121,21.81,197.1,93,16.75,138.4,152,6.23,12.2,5,3.29,7,1,475.99999999999994,371,48.080000000000005,4,8,4,6,6,6,4,9,4,7,7,4,8,4,4
DE,108,510,0,0,0,169.6,99,28.83,264.1,87,22.45,206.3,78,9.28,9.3,4,2.51,0,0,649.3,268,63.07,5,6,5,8,6,8,5,4,5,5,5,7,4,6,5
MT,66,510,0,0,0,201.3,95,34.22,152.8,66,12.99,233.2,101,10.49,7.5,4,2.03,1,0,594.8,266,59.730000000000004,6,6,6,5,4,5,6,5,6,4,4,6,4,6,3
