State,Area code,International plan,Voice mail plan,Number vmail messages,Total intl calls,Customer service calls,Churn,Bin_Total day minutes,Bin_Total day calls,Bin_Total day charge,Bin_Total eve minutes,Bin_Total eve calls,Bin_Total eve charge,Bin_Total night minutes,Bin_Total night calls,Bin_Total night charge,Bin_Total intl minutes,Bin_Total intl charge,Bin_Total minutes,Bin_Total calls,Bin_Total charge,Bin_Account length
CO,510,0,0,0,4,1,0,4,6,4,8,7,8,5,6,5,4,4,6,6,5,5
TN,415,0,1,30,4,2,0,6,6,6,7,9,7,6,6,6,7,7,7,8,7,2
KY,510,0,0,0,4,2,0,3,7,3,4,6,4,4,5,4,8,8,3,6,3,5
PA,415,0,0,0,5,3,0,5,6,5,4,6,4,5,4,5,6,6,4,4,4,3
CT,415,0,0,0,5,3,0,2,5,2,5,7,5,5,6,5,8,8,2,5,2,4
MN,415,0,0,0,4,3,0,3,7,3,6,7,6,5,6,5,6,6,3,6,3,5
WY,408,0,1,39,5,1,0,3,6,3,7,6,7,5,3,5,6,6,4,3,4,4
PA,415,0,1,15,9,1,0,7,9,7,6,7,6,6,6,6,7,7,7,9,7,8
ID,415,0,0,0,5,2,0,6,7,6,6,6,6,8,7,8,7,7,7,7,7,5
PA,510,0,0,0,6,1,0,7,7,7,6,5,6,4,6,4,7,7,5,6,6,6
NM,408,0,0,0,2,1,0,5,7,5,6,8,6,5,4,5,6,6,6,6,5,6
FL,510,0,0,0,4,0,0,6,6,6,5,7,5,8,4,8,3,3,7,5,6,6
TX,408,0,0,0,3,4,0,7,9,7,5,9,5,4,4,4,5,5,5,8,6,6
VT,510,0,1,32,5,2,0,7,8,7,4,4,4,5,4,5,5,5,5,4,5,4
ID,408,0,1,29,2,3,0,7,7,7,6,7,6,3,6,3,4,4,5,6,6,1
MD,415,0,0,0,3,1,0,8,7,8,4,10,4,7,6,7,6,6,7,9,7,3
ID,415,0,1,23,3,4,0,5,6,5,8,8,8,3,6,3,6,6,5,6,5,4
NV,408,0,0,0,3,3,0,6,5,6,7,4,7,5,3,5,6,6,6,1,6,4
SC,408,0,0,0,5,4,0,5,5,5,6,7,6,4,6,4,6,6,5,6,5,5
NE,415,0,0,0,2,3,0,6,4,6,3,7,3,6,4,6,6,6,5,3,5,5
ME,510,0,1,25,2,1,0,5,7,5,7,4,7,4,3,4,5,5,5,3,5,2
MI,510,0,0,0,3,1,0,4,7,4,6,8,6,6,5,6,8,8,5,7,5,3
AZ,415,0,0,0,5,2,0,6,10,6,5,7,5,5,4,5,8,8,5,8,5,5
MA,510,0,0,0,7,2,0,5,8,5,8,5,8,6,3,6,6,6,7,4,6,4
SC,510,0,0,0,4,1,0,4,6,4,4,4,4,4,4,4,4,4,3,2,3,5
WV,510,0,0,0,5,1,0,4,7,4,6,7,6,5,7,5,6,6,5,7,5,3
MS,415,0,0,0,2,1,0,3,3,3,5,7,5,7,2,7,7,7,5,2,4,5
VA,415,0,1,23,5,4,0,5,7,5,7,4,7,5,4,5,5,5,6,3,5,5
MS,415,0,1,36,4,2,0,3,8,3,5,7,5,4,4,4,7,7,3,6,3,5
NM,408,0,0,0,3,2,0,4,8,4,8,3,8,7,7,7,7,7,6,5,5,7
HI,415,0,1,43,5,3,0,4,7,4,8,7,8,6,5,6,5,5,6,6,5,4
WA,510,0,0,0,6,0,0,4,5,4,8,6,8,6,4,6,2,2,6,3,5,6
WI,415,0,0,0,3,1,0,5,7,5,9,6,9,6,5,6,7,7,7,5,6,4
CO,408,0,0,0,1,0,0,4,5,4,6,6,6,4,5,4,8,8,4,3,4,5
VA,408,0,1,25,3,0,0,5,6,5,7,4,7,8,5,8,3,3,8,3,6,6
ND,415,0,1,31,6,0,0,7,8,7,4,7,4,3,6,3,5,5,4,7,5,7
HI,415,0,0,0,5,1,0,2,8,2,6,6,6,6,2,6,6,6,4,4,3,4
ND,415,0,0,0,2,1,0,8,6,8,8,5,8,3,7,3,3,3,7,5,7,2
MN,510,0,0,0,1,0,0,7,6,7,5,8,5,5,6,5,6,6,6,7,6,3
MT,510,0,1,23,7,1,0,6,5,6,8,8,8,7,9,7,8,8,8,9,7,3
WV,415,0,0,0,3,3,0,5,7,5,5,7,5,5,5,5,5,5,4,6,4,6
WY,415,0,0,0,2,1,0,6,9,6,7,4,7,6,5,6,5,5,7,6,6,10
VT,415,0,0,0,2,2,0,5,6,5,6,6,6,6,7,6,4,4,6,6,5,3
MO,408,1,1,15,5,1,0,5,7,5,5,8,5,4,4,4,6,6,4,6,4,4
NC,408,1,1,39,6,1,0,5,7,5,4,7,4,3,5,3,5,5,2,6,3,5
NJ,408,1,0,0,6,2,0,6,8,6,5,6,5,4,6,4,6,6,5,7,5,2
OH,408,0,0,0,7,0,0,6,7,6,7,6,7,7,6,7,7,7,7,6,7,6
TX,415,0,1,35,6,0,0,6,7,6,8,6,8,6,6,6,5,5,7,6,6,3
WA,415,0,0,0,6,2,0,6,7,6,7,7,7,7,5,7,5,5,8,6,7,3
TN,415,0,1,28,2,1,0,7,8,7,7,7,7,6,7,6,4,4,8,8,7,6
HI,510,0,0,0,3,0,0,6,5,6,5,8,5,5,4,5,4,4,5,5,5,6
WY,408,0,1,42,1,1,0,5,7,5,8,5,8,4,6,4,6,6,6,5,6,4
AL,510,0,1,14,3,2,0,6,6,6,3,6,3,6,7,6,6,6,4,5,5,5
NC,408,0,0,0,2,2,0,6,7,6,7,5,7,3,4,3,5,5,6,4,6,5
OH,415,0,0,0,3,0,0,5,7,5,7,7,7,7,6,7,5,5,6,7,5,5
CO,510,0,0,0,10,1,0,5,6,5,6,6,6,3,4,3,7,7,4,4,4,3
ND,415,1,1,40,3,1,0,7,5,7,5,5,5,6,7,6,6,6,6,4,6,4
NY,415,0,0,0,1,1,0,7,5,7,5,7,5,7,4,7,4,4,7,5,7,1
WI,408,0,1,24,4,0,0,7,7,7,8,4,8,7,6,7,5,5,9,4,8,6
CO,510,0,1,39,10,2,0,4,5,4,5,4,5,6,6,6,6,6,4,4,4,3
PA,510,0,0,0,1,1,0,7,5,7,5,4,5,4,5,4,4,4,5,2,6,4
IL,415,0,1,29,3,1,0,5,6,5,4,6,4,4,9,4,6,6,3,8,4,4
MO,510,0,1,29,6,2,0,4,7,4,7,6,7,6,5,6,4,4,6,5,5,2
OH,408,0,1,31,2,1,0,6,6,6,7,7,7,4,4,4,4,4,6,4,6,6
WI,510,0,1,34,5,1,0,5,8,5,7,6,7,5,5,5,7,7,6,6,5,3
OH,510,0,0,0,3,1,0,4,7,4,6,6,6,5,5,5,6,6,5,6,5,3
TN,408,0,0,0,6,0,0,4,7,4,6,7,6,6,5,6,4,4,5,6,4,6
SD,415,0,0,0,4,1,0,5,6,5,8,7,8,7,7,7,4,4,8,6,6,4
GA,415,0,1,29,4,1,0,5,8,5,8,7,8,3,7,3,8,8,5,8,6,7
TX,415,0,0,0,4,1,0,5,6,5,4,6,4,6,7,6,7,7,4,6,4,4
WV,415,0,1,47,11,0,0,5,6,5,6,8,6,5,5,5,6,6,5,7,5,4
MI,415,0,0,0,4,1,0,6,4,6,7,8,7,6,5,6,6,6,7,5,7,3
ND,510,0,0,0,10,1,0,5,5,5,5,6,5,2,5,2,4,4,3,4,4,6
SD,415,0,0,0,6,2,0,6,7,6,6,8,6,7,5,7,5,5,7,7,6,4
NJ,415,0,1,36,7,5,0,8,5,8,7,7,7,3,7,3,7,7,6,6,7,7
AK,510,0,0,0,5,1,0,5,7,5,8,5,8,6,5,6,5,5,7,4,6,5
CO,415,0,0,0,9,3,0,7,6,7,7,9,7,6,5,6,6,6,7,7,7,3
MD,415,0,0,0,6,0,0,7,7,7,4,7,4,5,5,5,6,6,5,6,6,5
MN,408,0,0,0,2,1,0,5,7,5,6,7,6,8,6,8,7,7,7,7,6,5
KY,415,0,0,0,5,0,0,6,7,6,7,7,7,6,9,6,6,6,7,9,7,6
NH,510,0,0,0,8,3,0,4,9,4,7,6,7,6,5,6,8,8,6,7,5,5
CO,408,1,0,0,3,1,0,8,8,8,7,7,7,2,5,2,5,5,6,6,7,7
KY,408,0,0,0,3,0,0,6,6,6,5,6,5,4,8,4,4,4,5,6,5,4
KY,415,0,0,0,4,0,0,6,9,6,6,8,6,3,7,3,7,7,5,10,6,3
OR,415,0,0,0,3,2,0,6,6,6,6,8,6,4,6,4,10,10,5,7,6,3
SD,408,0,0,0,4,2,0,5,8,5,4,8,4,5,7,5,4,4,4,9,4,5
DE,408,0,0,0,3,3,0,4,9,4,6,7,6,8,7,8,6,6,6,9,5,4
NE,510,0,0,0,2,1,0,4,6,4,5,7,5,6,5,6,5,5,5,5,4,3
OH,408,0,1,39,7,1,0,8,6,8,7,7,7,3,6,3,8,8,6,7,8,6
AR,415,0,1,23,3,2,0,8,5,8,4,8,4,7,5,7,6,6,7,6,7,5
WI,408,0,0,0,2,3,0,6,7,6,5,8,5,5,7,5,4,4,5,8,5,5
OR,415,0,0,0,6,2,0,5,6,5,5,6,5,7,6,7,7,7,6,6,5,4
VA,408,0,0,0,2,2,0,5,5,5,6,7,6,4,3,4,5,5,4,3,5,5
AR,415,0,1,25,10,1,0,7,9,7,6,5,6,4,6,4,6,6,6,7,6,4
CT,408,0,0,0,6,1,0,9,5,9,5,7,5,2,4,2,6,6,5,5,7,3
OH,415,0,1,42,5,7,0,5,6,5,8,6,8,7,7,7,6,6,7,7,6,4
WY,510,0,0,0,11,1,0,6,8,6,6,6,6,4,8,4,8,8,5,8,6,3
IL,408,0,0,0,3,2,0,6,6,6,8,5,8,5,7,5,4,4,7,6,7,3
MO,415,0,1,29,6,0,0,6,6,6,7,8,7,7,7,7,8,8,7,7,6,6
MA,415,0,1,17,3,0,0,6,6,6,7,8,7,4,5,4,5,5,6,6,6,5
IA,408,0,1,26,9,1,0,6,7,6,6,7,6,5,8,5,5,5,5,9,6,1
AL,415,0,0,0,4,1,0,7,7,7,3,6,3,7,6,7,7,7,5,6,6,3
WV,510,0,1,21,3,2,0,6,8,6,3,6,3,4,5,4,3,3,4,6,4,3
NV,408,0,0,0,3,2,0,5,6,5,5,7,5,6,2,6,9,9,6,3,5,5
NH,510,0,1,43,4,1,0,6,8,6,5,5,5,4,6,4,6,6,5,6,5,5
WY,408,0,1,39,8,2,0,5,5,5,6,7,6,3,6,3,7,7,4,6,4,3
FL,510,1,0,0,3,2,0,5,9,5,5,8,5,5,3,5,5,5,4,6,4,7
KS,510,0,1,25,3,1,0,5,9,5,5,7,5,6,6,6,8,8,5,8,5,5
KY,415,0,0,0,6,0,0,5,6,5,7,5,7,6,6,6,3,3,7,4,6,8
DE,415,0,0,0,4,1,0,6,9,6,5,6,5,7,5,7,3,3,6,7,6,4
WI,510,0,0,0,5,2,0,4,9,4,4,5,4,2,4,2,6,6,2,5,3,3
CO,408,0,0,0,5,1,0,5,7,5,9,3,9,4,6,4,5,5,6,4,6,4
DE,510,0,0,0,7,0,0,8,7,8,8,6,8,3,5,3,6,6,6,5,7,6
IL,510,0,0,0,3,0,0,5,7,5,8,7,8,6,6,6,4,4,7,6,6,5
WA,408,0,0,0,7,0,0,7,7,7,8,5,8,5,6,5,4,4,7,5,7,3
TN,408,1,0,0,4,1,0,5,7,5,8,6,8,3,4,3,5,5,5,5,5,4
MA,510,0,0,0,5,0,0,6,6,6,8,4,8,5,5,5,6,6,7,3,7,3
NH,408,1,1,25,3,0,0,6,7,6,5,8,5,6,2,6,5,5,5,5,5,6
MD,408,0,0,0,2,3,0,6,7,6,7,6,7,5,2,5,5,5,6,4,6,6
AZ,415,0,0,0,5,0,0,6,6,6,7,8,7,6,6,6,4,4,7,7,6,2
IN,408,0,0,0,5,0,0,6,6,6,7,6,7,6,6,6,3,3,7,5,6,3
NY,510,1,0,0,3,2,0,5,5,5,4,5,4,9,4,9,5,5,6,3,4,1
WV,510,0,0,0,3,2,0,5,8,5,7,7,7,5,5,5,3,3,6,7,5,3
NY,415,0,0,0,7,1,0,5,7,5,7,6,7,5,4,5,6,6,5,5,5,5
OK,415,0,0,0,1,1,0,5,8,5,6,9,6,6,7,6,5,5,6,9,5,2
NC,408,1,0,0,4,1,0,7,7,7,5,6,5,6,6,6,5,5,6,7,6,3
TX,510,0,0,0,7,2,0,4,6,4,5,9,5,5,8,5,5,5,5,9,4,4
HI,408,1,1,33,3,2,0,6,5,6,7,4,7,5,5,5,7,7,6,2,6,6
AK,510,1,1,12,7,2,0,4,4,4,6,8,6,5,5,5,7,7,5,5,4,3
SD,408,0,0,0,6,1,0,7,7,7,7,6,7,4,4,4,7,7,7,5,7,2
ID,510,0,0,0,6,3,0,4,9,4,5,4,5,6,6,6,3,3,4,6,4,10
WA,408,0,0,0,4,2,0,6,6,6,8,4,8,2,6,2,6,6,5,4,6,5
VA,415,0,0,0,2,3,0,6,7,6,4,5,4,8,4,8,6,6,7,4,6,6
NM,408,0,0,0,5,3,0,4,6,4,4,7,4,7,6,7,6,6,5,6,4,3
AZ,415,0,1,40,6,1,0,5,7,5,3,4,3,8,5,8,6,6,5,4,4,6
VT,510,0,0,0,1,1,0,6,7,6,8,5,8,6,4,6,5,5,7,4,7,5
MO,408,0,0,0,6,1,0,6,7,6,6,7,6,5,7,5,6,6,6,7,6,6
NY,415,0,0,0,3,2,0,6,8,6,5,6,5,6,5,6,4,4,5,6,5,3
DC,415,0,1,39,4,1,0,5,7,5,2,7,2,4,5,4,6,6,2,6,3,4
NE,408,0,1,28,1,2,0,6,7,6,7,7,7,6,6,6,5,5,7,6,6,4
MA,408,0,1,45,3,2,0,3,9,3,5,6,5,8,7,8,7,7,5,8,3,4
NM,415,0,0,0,4,0,0,2,7,2,7,7,7,7,5,7,4,4,5,6,3,8
CO,408,0,0,0,7,4,0,6,4,6,6,4,6,6,5,6,5,5,6,2,6,5
IL,510,0,0,0,4,2,0,6,6,6,4,6,4,5,5,5,3,3,4,5,5,3
UT,408,0,1,25,3,3,0,5,5,5,4,7,4,3,6,3,5,5,3,6,4,3
WV,415,0,0,0,9,1,0,7,7,7,6,6,6,8,8,8,4,4,8,7,7,8
NJ,415,0,0,0,3,1,0,6,7,6,4,8,4,6,5,6,6,6,5,6,5,3
NM,510,0,0,0,3,2,0,5,8,5,6,5,6,7,6,7,6,6,6,6,5,5
NM,415,0,0,0,6,1,0,7,7,7,6,6,6,6,6,6,5,5,6,6,6,3
DE,415,0,0,0,6,3,0,3,7,3,6,6,6,4,7,4,5,5,3,7,3,6
GA,415,0,0,0,8,4,0,8,8,8,4,7,4,5,4,5,5,5,5,7,6,3
HI,408,0,0,0,6,1,0,7,8,7,5,7,5,8,6,8,6,6,8,8,7,6
NJ,415,0,0,0,6,2,0,6,7,6,6,9,6,7,5,7,5,5,7,8,6,4
ME,408,0,0,0,4,2,0,5,7,5,6,7,6,5,5,5,5,5,5,6,5,2
OK,510,0,0,0,3,3,0,6,8,6,3,7,3,4,3,4,8,8,3,6,4,5
TN,510,0,0,0,5,1,0,3,5,3,8,8,8,4,5,4,6,6,5,5,4,5
WY,415,0,0,0,4,0,0,6,8,5,5,8,5,7,5,7,6,6,6,8,5,3
NY,415,0,0,0,1,1,0,5,6,5,6,6,6,6,5,6,6,6,5,5,5,6
RI,415,0,0,0,5,1,0,5,8,5,6,5,6,8,6,8,5,5,7,6,6,1
VA,415,0,0,0,3,2,0,3,8,3,4,8,4,5,6,5,6,6,3,8,3,4
IN,415,0,1,33,4,1,0,7,7,7,5,9,5,3,6,3,7,7,4,8,5,5
OR,408,0,1,30,6,1,0,4,6,4,6,6,6,7,4,7,4,4,5,4,4,7
WI,415,0,0,0,4,1,0,5,6,5,5,5,5,7,5,7,5,5,6,4,5,6
VA,408,0,0,0,3,1,0,6,8,6,4,6,4,8,8,8,4,4,6,7,6,6
MO,415,0,0,0,3,2,0,6,6,6,6,6,6,7,5,7,5,5,7,5,6,2
NV,510,0,0,0,7,0,0,5,6,5,5,7,5,6,5,6,6,6,6,6,5,6
HI,415,0,1,30,3,1,0,5,8,5,6,5,6,6,5,6,4,4,6,5,5,6
WA,415,0,0,0,3,1,0,7,4,7,8,5,8,3,4,3,5,5,6,2,7,5
IL,408,0,0,0,5,1,0,6,5,6,6,7,6,4,3,4,3,3,5,4,5,2
IL,510,0,0,0,4,0,0,6,6,6,6,6,6,6,5,6,4,4,6,5,6,4
LA,415,0,0,0,2,1,0,5,7,5,7,7,7,7,6,7,4,4,7,7,5,6
WI,415,0,0,0,8,0,0,5,7,5,8,5,8,5,5,5,5,5,6,5,6,3
NC,415,0,0,0,6,1,0,6,5,6,6,8,6,6,7,6,4,4,6,7,5,6
WA,408,0,0,0,5,0,0,6,8,6,7,6,7,6,7,6,6,6,7,8,7,6
MS,510,0,1,30,4,3,0,6,6,6,6,6,6,4,4,4,7,7,5,3,6,5
KY,408,0,0,0,2,1,0,7,5,7,6,6,6,4,6,4,6,6,5,5,6,7
RI,510,0,0,0,2,3,0,4,8,4,4,6,4,3,3,3,7,7,2,5,3,5
NY,510,0,1,31,3,2,0,6,5,6,8,8,8,5,3,5,7,7,7,4,7,3
TX,510,0,0,0,11,0,0,5,6,5,2,5,2,4,5,4,7,7,2,4,3,2
DE,408,0,0,0,4,3,0,4,8,4,7,6,7,4,4,4,6,6,5,5,4,3
NM,415,0,0,0,3,3,0,4,5,4,7,9,7,7,5,7,6,6,6,6,5,4
RI,415,0,0,0,5,0,0,4,9,4,6,7,6,4,6,4,6,6,4,8,4,6
MS,510,0,0,0,6,1,0,6,7,6,6,6,6,5,5,5,6,6,5,5,5,7
WI,415,0,0,0,10,3,0,4,5,4,7,6,7,5,7,5,5,5,5,6,5,6
SD,510,0,1,20,2,1,0,4,4,4,6,8,6,7,6,7,7,7,6,5,5,3
VA,510,0,0,0,3,5,0,5,8,5,6,8,6,5,3,5,7,7,6,6,5,5
CO,510,0,1,21,1,5,0,9,7,9,7,7,7,4,4,4,4,4,7,5,8,4
WA,408,0,0,0,2,2,0,5,8,5,5,6,5,4,3,4,4,4,4,5,4,3
NV,415,0,1,27,2,1,0,7,7,7,6,5,6,6,6,6,6,6,7,5,7,8
ID,510,0,0,0,3,1,0,7,7,7,5,3,5,5,5,5,4,4,6,3,6,3
KY,408,0,0,0,2,4,0,6,6,6,4,4,4,8,8,8,7,7,7,5,6,2
SD,415,0,0,0,4,0,0,5,5,5,8,5,8,5,5,5,8,8,6,3,6,6
SC,510,0,1,4,3,3,0,5,6,5,7,6,7,6,4,6,5,5,6,4,5,5
MT,408,0,1,16,5,2,0,4,7,4,7,6,7,5,6,5,5,5,5,6,4,5
WI,415,0,0,0,1,0,0,1,7,1,4,5,4,4,4,4,7,7,1,4,1,3
AK,408,0,0,0,4,0,0,5,6,5,5,8,5,4,6,4,6,6,4,7,4,3
AZ,408,0,0,0,2,1,0,5,5,5,6,6,6,6,7,6,7,7,5,5,5,3
DE,415,0,0,0,4,2,0,5,6,5,6,6,6,6,7,6,7,7,6,6,5,5
VA,510,0,0,0,3,1,0,5,8,5,6,5,6,5,6,5,7,7,5,6,5,7
MA,510,0,0,0,3,2,0,7,5,7,5,6,5,5,5,5,4,4,5,4,6,4
IN,510,0,0,0,3,0,0,7,6,7,8,5,8,6,6,6,3,3,7,5,7,4
MD,510,0,0,0,7,0,0,5,6,5,5,6,5,3,3,3,6,6,3,4,4,4
NV,510,0,1,35,1,1,0,8,8,8,8,6,8,6,7,6,6,6,8,7,8,5
CO,415,0,0,0,3,1,0,6,8,6,9,6,9,5,7,5,4,4,7,7,6,4
KS,415,0,0,0,6,3,0,8,8,8,4,5,4,4,3,4,7,7,5,4,7,4
AR,415,0,0,0,3,2,0,3,6,3,6,6,6,4,4,4,5,5,4,5,3,4
WY,408,0,0,0,9,0,0,3,8,3,6,6,6,4,2,4,6,6,3,4,3,7
PA,415,0,0,0,3,3,0,5,6,5,5,6,5,5,6,5,6,6,5,5,5,2
NY,408,0,0,0,5,3,0,5,6,5,6,8,6,7,6,7,7,7,6,7,6,7
OR,415,1,0,0,6,1,0,6,7,6,5,7,5,5,8,5,7,7,5,7,5,2
CA,510,0,0,0,3,4,0,6,6,6,6,5,6,6,5,6,9,9,6,4,6,4
NY,415,0,0,0,7,1,0,4,7,4,6,5,6,5,5,5,6,6,5,5,4,5
AR,510,0,1,27,2,3,0,6,6,6,4,6,4,6,4,6,4,4,5,4,5,4
MI,510,0,0,0,6,3,0,7,6,7,7,6,7,5,7,5,4,4,7,6,7,5
OK,415,0,1,33,4,3,0,8,7,8,6,6,6,2,5,2,6,6,5,6,7,4
TX,415,0,0,0,4,0,0,4,7,4,6,6,6,5,6,5,5,5,4,6,4,4
NC,408,0,0,0,7,0,0,4,10,4,6,9,6,4,3,4,7,7,4,8,4,4
ID,415,0,0,0,7,3,0,6,6,6,6,6,6,5,7,5,5,5,6,6,6,4
OR,415,0,0,0,2,2,0,6,5,6,6,6,6,4,5,4,6,6,5,4,6,4
SD,510,0,0,0,3,3,0,6,5,6,5,7,5,5,5,5,7,7,5,5,5,4
NE,408,0,0,0,4,0,0,8,7,8,5,6,5,4,3,4,7,7,5,5,7,3
RI,510,0,0,0,5,3,0,6,8,6,8,4,8,5,6,5,5,5,7,5,7,4
MD,415,0,1,39,4,3,0,5,7,5,5,6,5,5,6,5,5,5,5,6,5,7
ID,415,0,1,22,11,1,0,5,7,5,7,6,7,5,6,5,4,4,6,6,6,7
SD,415,0,0,0,1,2,0,7,5,7,7,7,7,6,4,6,3,3,7,4,7,5
NY,415,0,1,26,4,1,0,6,7,6,5,6,5,5,5,5,6,6,5,6,5,5
DE,408,0,0,0,7,1,0,4,5,4,6,6,6,5,5,5,6,6,4,3,4,5
OK,415,0,0,0,3,1,0,6,7,6,3,8,3,5,3,5,7,7,4,6,5,4
IN,510,0,0,0,3,2,0,5,8,5,6,6,6,5,8,5,7,7,5,8,5,5
NV,415,0,0,0,6,1,0,5,7,5,6,7,6,7,6,7,8,8,6,7,5,3
KS,415,0,1,37,1,1,0,6,5,6,8,8,8,4,6,4,6,6,7,6,7,3
IA,510,0,0,0,9,5,0,4,5,4,7,7,7,5,7,5,6,6,6,6,5,6
NJ,415,0,0,0,10,2,0,4,8,4,8,4,8,5,2,5,7,7,6,4,5,7
MT,415,0,0,0,2,1,0,5,9,5,6,6,6,9,6,9,8,8,7,7,6,3
IA,510,0,0,0,3,3,0,6,6,6,8,5,8,6,3,6,5,5,8,2,7,4
MS,415,0,1,21,2,1,0,4,6,4,6,6,6,5,7,5,6,6,5,6,4,5
IA,510,0,1,15,1,2,0,3,8,3,5,9,5,7,4,7,5,5,5,8,3,5
WI,415,0,1,34,4,2,0,7,4,7,6,5,6,4,5,4,5,5,5,3,6,5
MT,415,0,1,26,8,1,0,7,4,7,8,6,8,5,5,5,6,6,7,3,7,3
GA,408,0,0,0,5,3,0,4,8,4,6,7,6,4,4,4,4,4,4,6,4,3
MT,510,1,1,30,10,0,0,6,8,6,5,7,5,6,6,6,5,5,5,8,5,4
ND,415,0,0,0,4,4,0,7,9,7,8,6,8,3,5,3,7,7,6,6,7,3
VT,415,0,0,0,5,1,0,5,6,5,6,6,6,7,7,7,6,6,6,6,5,5
SD,510,0,0,0,4,3,0,6,8,6,5,7,5,6,5,6,7,7,6,7,6,5
OH,510,0,1,27,9,3,0,5,7,5,5,7,5,6,7,6,5,5,5,8,5,7
OH,415,0,1,27,2,2,0,6,8,6,6,6,6,6,3,6,4,4,6,4,6,5
MT,408,0,0,0,4,1,0,7,5,7,4,7,4,6,5,6,4,4,6,5,5,5
NV,415,0,0,0,6,2,0,4,6,4,6,7,6,6,6,6,5,5,5,6,4,8
UT,408,0,0,0,4,0,0,8,7,8,7,7,7,3,8,3,7,7,6,8,7,5
NH,408,0,0,0,2,1,0,4,6,4,6,6,6,3,7,3,4,4,4,7,4,4
LA,415,0,0,0,3,1,0,6,7,6,4,5,4,4,5,4,7,7,4,5,5,4
NY,415,0,1,16,3,2,0,3,6,3,5,7,5,6,5,6,6,6,4,5,3,1
CT,415,0,0,0,9,0,0,7,4,7,7,6,7,7,6,7,7,7,8,4,7,4
MI,510,0,1,25,5,0,0,6,8,6,8,3,8,6,6,6,4,4,7,4,7,6
SD,510,0,1,34,3,0,0,8,7,8,7,7,7,3,5,3,6,6,6,6,7,6
ME,415,0,0,0,4,1,0,5,7,5,8,7,8,6,6,6,6,6,7,7,6,6
MD,415,0,0,0,5,2,0,4,8,4,4,10,4,7,6,7,6,6,4,9,3,4
VA,415,0,0,0,3,2,0,4,4,4,6,7,6,6,4,6,5,5,6,4,5,3
NJ,415,0,0,0,6,1,0,6,4,6,7,7,7,4,4,4,7,7,5,3,6,5
TN,510,0,1,26,5,0,0,5,6,5,7,6,7,6,7,6,8,8,7,6,6,5
DC,408,0,0,0,3,4,0,5,6,5,7,6,7,4,5,4,5,5,5,4,5,4
DC,408,0,0,0,4,1,0,5,8,5,5,6,5,2,2,2,7,7,3,4,4,5
RI,415,0,0,0,5,1,0,6,6,6,5,5,5,4,6,4,7,7,5,5,5,4
AK,510,0,0,0,9,2,0,6,8,6,9,7,9,7,4,7,3,3,8,6,7,6
WI,408,0,0,0,6,3,0,6,8,6,4,8,4,4,4,4,4,4,3,7,4,7
IN,415,0,0,0,4,1,0,5,7,5,7,7,7,6,7,6,6,6,7,7,6,6
MI,408,0,0,0,5,2,0,4,8,4,9,6,9,5,7,5,4,4,6,7,5,4
ID,510,0,1,28,1,2,0,6,7,6,4,8,4,5,8,5,5,5,5,8,5,3
MN,408,0,0,0,3,0,0,7,9,7,4,6,4,7,7,7,7,7,7,8,7,6
AZ,415,0,0,0,4,1,0,4,7,4,5,5,5,2,4,2,3,3,2,4,3,5
MN,415,0,0,0,9,2,0,7,7,7,6,8,6,6,4,6,7,7,7,6,7,5
MO,415,0,0,0,5,0,0,6,5,6,9,8,9,6,3,6,6,6,8,4,7,5
AL,408,0,0,0,7,1,0,5,7,5,3,7,3,8,5,8,6,6,5,6,4,4
PA,415,0,1,23,4,0,0,7,7,7,6,6,6,6,3,6,5,5,7,5,7,3
AK,510,0,0,0,6,3,0,5,6,5,5,5,5,4,5,4,5,5,4,4,4,3
MS,415,0,1,24,5,2,0,5,5,5,5,7,5,6,5,6,5,5,5,5,5,6
IA,415,0,0,0,7,1,0,4,7,4,5,6,5,6,5,6,6,6,4,6,4,4
WY,408,0,0,0,2,1,0,4,5,4,8,6,8,6,4,6,7,7,6,3,5,6
NE,408,0,0,0,8,4,0,5,6,5,6,6,6,6,6,6,6,6,6,6,5,5
ND,415,0,0,0,3,2,0,7,6,7,6,6,6,4,5,4,9,9,5,5,6,2
CT,415,0,0,0,7,1,0,5,7,5,9,5,9,6,6,6,6,6,7,5,6,2
NC,415,0,1,37,5,2,0,7,7,7,7,6,7,4,5,4,6,6,6,5,7,5
CT,510,0,0,0,2,2,0,6,4,6,7,6,7,4,4,4,4,4,5,3,5,2
WA,408,0,0,0,3,0,0,6,4,6,7,5,7,5,6,5,7,7,6,3,6,5
NV,415,0,0,0,6,0,0,6,7,6,5,6,5,5,4,5,6,6,5,5,5,6
KS,510,0,1,28,4,0,0,7,6,7,4,6,4,3,3,3,9,9,4,4,5,4
CO,510,0,0,0,4,2,0,5,4,5,6,8,6,5,4,5,5,5,5,4,5,3
MO,415,0,0,0,4,1,0,4,7,4,8,8,8,5,5,5,5,5,6,7,5,4
NY,408,0,1,30,7,0,0,2,7,2,5,6,5,3,5,3,7,7,2,6,2,5
AK,415,0,0,0,6,0,0,5,6,5,6,6,6,5,6,5,4,4,5,6,5,5
WI,415,0,0,0,3,2,0,8,7,8,6,6,6,5,5,5,7,7,7,5,7,5
TN,510,0,0,0,4,2,0,4,5,4,6,7,6,4,3,4,6,6,4,4,4,5
NY,408,0,0,0,7,0,0,7,5,7,7,6,7,4,4,4,5,5,6,4,7,2
