,account_id,account_frequency,account_date,n_orders,total_debit,n_trans,trans_amount,latest_balance,card_type,card_issued,gender,birth_date,district_id,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,n_clients,loan_date,loan_amount,loan_duration,loan_payments,loan_status
129,138,monthly,1995-09-19,,,24,54000,21200,,,M,1968-11-08,22,Domazlice,west Bohemia,58400,65,16,4,1,6,52.4,8620,1.1,1.25,100,1089.0,1117,2,,,,,
130,139,weekly,1997-05-15,,,98,1334277,54229,junior,1998-11-15,F,1978-04-18,38,Louny,north Bohemia,85852,41,23,4,2,4,59.8,8965,7.0,8.23,104,2653.0,2822,1,,,,,
131,140,monthly,1996-06-25,,,66,333223,47564,,,F,1976-11-05,24,Karlovy Vary,west Bohemia,122603,25,21,6,2,8,80.0,8991,1.3,2.01,128,5198.0,5273,1,,,,,
132,141,monthly,1996-03-06,4.0,14985.5,241,2190444,54878,,,M,1953-09-12,38,Louny,north Bohemia,85852,41,23,4,2,4,59.8,8965,7.0,8.23,104,2653.0,2822,2,,,,,
133,142,monthly,1993-02-15,1.0,1845.0,349,629147,22244,,,M,1929-06-25,51,Trutnov,east Bohemia,121947,37,28,7,3,11,70.5,8541,2.5,2.97,131,3496.0,3839,2,,,,,
134,143,monthly,1996-11-27,1.0,2272.0,114,227391,22773,,,F,1918-12-08,21,Tabor,south Bohemia,103347,87,16,7,1,7,67.0,9104,1.5,2.07,123,2299.0,2354,1,,,,,
135,144,weekly,1997-04-03,,,122,1533261,84475,junior,1998-01-22,M,1978-11-10,10,Praha - vychod,central Bohemia,92084,55,29,4,3,5,46.7,10124,0.5,0.54,141,3810.0,4316,1,,,,,
136,145,monthly,1996-01-03,1.0,4815.0,204,658695,62413,,,M,1960-07-13,31,Tachov,west Bohemia,51313,34,12,3,1,4,59.2,8930,3.5,4.2,108,1328.0,1452,1,,,,,
137,146,monthly,1993-09-02,1.0,3823.0,305,780292,38814,,,M,1929-03-11,4,Kladno,central Bohemia,149893,63,29,6,2,6,67.4,9753,4.6,5.05,109,5244.0,5892,1,,,,,
138,148,monthly,1993-06-21,3.0,2312.0,445,440816,27206,,,M,1960-12-22,8,Mlada Boleslav,central Bohemia,112065,95,19,7,1,8,69.4,11277,1.2,1.44,127,5179.0,4987,1,,,,,
139,149,monthly,1997-11-16,,,62,122918,53922,,,M,1980-12-29,43,Hradec Kralove,east Bohemia,161854,73,21,6,1,6,76.3,9425,1.7,2.5,125,4085.0,3891,1,,,,,
140,150,monthly,1995-03-16,,,244,544413,19767,,,M,1982-01-19,73,Opava,north Moravia,182027,17,49,12,2,7,56.4,8746,3.3,3.74,90,4355.0,4433,1,,,,,
141,151,monthly,1993-09-06,2.0,3079.0,394,722606,24334,,,M,1967-07-06,76,Sumperk,north Moravia,127369,31,32,13,2,7,51.2,8369,4.7,5.88,107,3736.0,2807,2,,,,,
142,152,monthly,1996-04-12,2.0,3419.0,196,401500,18634,,,F,1978-03-19,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107,2,,,,,
143,153,monthly,1993-09-19,1.0,4544.0,336,1887249,22688,,,M,1954-05-30,77,Vsetin,north Moravia,148545,8,35,12,3,4,53.5,8909,4.0,5.56,113,3460.0,3590,1,,,,,
144,154,monthly,1994-06-21,1.0,3891.0,316,1594131,92360,,,F,1961-02-22,46,Nachod,east Bohemia,112709,48,20,7,3,10,73.5,8369,1.7,2.31,117,2854.0,2618,1,,,,,
145,155,monthly,1995-11-07,1.0,2988.0,205,464137,19865,,,M,1942-08-23,58,Jihlava,south Moravia,109164,98,16,6,1,4,63.6,8757,3.3,3.95,96,2212.0,2471,1,,,,,
146,156,monthly,1997-10-22,1.0,2030.0,49,84422,16315,,,M,1960-09-02,64,Zlin,south Moravia,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484.0,4265,1,,,,,
147,157,monthly,1997-03-28,1.0,3991.0,93,260427,33957,,,M,1919-08-10,11,Praha - zapad,central Bohemia,75637,35,36,9,0,7,36.5,9622,0.4,0.59,154,3475.0,3529,1,,,,,
148,158,monthly,1995-03-15,1.0,3420.0,260,2405413,17265,,,F,1947-10-31,37,Litomerice,north Bohemia,114006,71,26,6,2,9,62.3,9065,4.4,5.39,123,4147.0,4166,2,,,,,
149,159,monthly,1997-02-11,1.0,8694.0,112,980219,94730,classic,1998-08-20,M,1971-02-28,70,Karvina,north Moravia,285387,0,2,8,5,7,89.9,10177,6.6,7.75,81,9878.0,10108,1,,,,,
150,160,monthly,1993-09-04,2.0,7926.0,437,1847782,48938,,,M,1962-05-01,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107,1,,,,,
151,161,monthly,1994-07-04,2.0,2281.0,304,472972,14837,,,F,1924-12-20,28,Plzen - sever,west Bohemia,72541,66,26,10,0,8,36.9,8594,1.6,2.01,112,1580.0,1525,1,,,,,
152,162,monthly,1993-08-25,1.0,3458.0,286,655479,21629,,,M,1919-11-18,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.7,5.44,100,18782.0,18347,2,,,,,
153,163,monthly,1993-01-27,2.0,3728.0,434,930544,37539,,,M,1933-04-25,30,Sokolov,west Bohemia,94812,15,13,8,2,10,81.8,9650,3.3,3.67,100,2985.0,2804,1,,,,,
154,164,monthly,1996-09-13,,,51,281459,32852,,,M,1976-07-14,60,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.4,4.48,115,1879.0,2252,1,,,,,
155,165,monthly,1993-06-01,1.0,1788.0,372,878295,61585,,,M,1923-06-21,29,Rokycany,west Bohemia,45714,52,10,5,1,6,55.6,8843,2.8,3.6,113,818.0,888,2,,,,,
156,166,monthly,1996-08-20,1.0,3044.0,119,240358,21662,,,F,1930-08-19,17,Pelhrimov,south Bohemia,74062,99,15,4,2,7,61.4,8114,2.3,2.62,119,1003.0,1181,1,,,,,
157,167,weekly,1996-02-26,,,177,2755589,49339,classic,1997-10-01,F,1976-11-21,29,Rokycany,west Bohemia,45714,52,10,5,1,6,55.6,8843,2.8,3.6,113,818.0,888,1,,,,,
158,168,monthly,1993-04-27,1.0,2013.0,329,404917,15782,,,M,1962-06-10,31,Tachov,west Bohemia,51313,34,12,3,1,4,59.2,8930,3.5,4.2,108,1328.0,1452,2,,,,,
159,169,monthly,1995-09-28,2.0,5671.0,210,1054696,67185,,,F,1942-06-15,4,Kladno,central Bohemia,149893,63,29,6,2,6,67.4,9753,4.6,5.05,109,5244.0,5892,1,,,,,
160,170,monthly,1996-07-02,,,144,1081252,56110,,,F,1963-04-13,59,Kromeriz,south Moravia,108871,41,29,7,2,6,62.1,8444,3.2,3.47,106,2595.0,2305,1,,,,,
161,171,monthly,1996-06-08,1.0,3486.0,153,362107,15594,,,M,1932-05-20,46,Nachod,east Bohemia,112709,48,20,7,3,10,73.5,8369,1.7,2.31,117,2854.0,2618,1,,,,,
162,172,monthly,1993-08-30,1.0,4221.0,378,3083101,64715,classic,1998-10-21,F,1940-06-25,13,Rakovnik,central Bohemia,53921,61,22,1,1,2,41.3,8598,2.7,3.26,123,1597.0,1875,2,,,,,
163,173,monthly,1993-11-26,5.0,17342.0,572,2581475,64005,,,M,1939-11-30,66,Zdar nad Sazavou,south Moravia,125832,151,41,2,3,5,48.3,8512,3.5,4.12,102,2247.0,2103,2,1994-05-31,104808.0,12.0,8734.0,A
164,174,monthly,1996-09-04,1.0,2139.0,121,173376,20982,,,M,1975-02-10,52,Usti nad Orlici,east Bohemia,139012,59,41,8,3,10,61.9,8363,2.5,3.49,108,2564.0,2799,1,,,,,
165,176,weekly,1996-08-12,4.0,6985.3,274,2890719,71822,,,M,1967-09-24,71,Novy Jicin,north Moravia,161227,5,35,11,4,10,69.7,8678,5.9,5.57,102,4980.0,4595,1,1997-04-10,27456.0,12.0,2288.0,A
166,177,monthly,1997-09-26,,,59,588666,62371,,,M,1960-01-30,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107,1,,,,,
167,178,monthly,1997-09-06,2.0,1987.0,76,80844,18082,,,F,1974-12-22,59,Kromeriz,south Moravia,108871,41,29,7,2,6,62.1,8444,3.2,3.47,106,2595.0,2305,1,,,,,
168,179,weekly,1997-09-22,4.0,13667.0,119,1242390,44248,,,F,1980-01-23,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107,1,,,,,
169,180,weekly,1993-12-14,,,331,3209818,64309,classic,1998-08-06,F,1964-04-02,60,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.4,4.48,115,1879.0,2252,1,,,,,
170,181,monthly,1996-06-11,1.0,6780.0,169,709791,32492,junior,1997-12-03,F,1977-02-25,21,Tabor,south Bohemia,103347,87,16,7,1,7,67.0,9104,1.5,2.07,123,2299.0,2354,1,,,,,
171,182,monthly,1996-08-24,,,9,29400,10000,,,F,1972-06-29,47,Pardubice,east Bohemia,162580,83,26,5,1,6,72.8,9538,1.5,1.81,111,6079.0,5410,1,,,,,
172,183,monthly,1993-12-12,2.0,5954.0,380,1895895,45614,,,F,1952-02-27,43,Hradec Kralove,east Bohemia,161854,73,21,6,1,6,76.3,9425,1.7,2.5,125,4085.0,3891,1,,,,,
173,184,monthly,1996-02-21,1.0,1623.0,163,1406508,67050,,,M,1955-05-11,77,Vsetin,north Moravia,148545,8,35,12,3,4,53.5,8909,4.0,5.56,113,3460.0,3590,1,,,,,
174,185,monthly,1997-07-04,1.0,6526.0,96,694322,65609,classic,1998-03-20,M,1936-05-10,32,Ceska Lipa,north Bohemia,105058,32,19,7,2,10,81.0,9272,2.8,3.22,118,4340.0,4505,1,,,,,
175,186,weekly,1993-07-29,1.0,6862.0,413,5133111,74438,,,M,1942-06-16,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107,1,,,,,
176,187,monthly,1993-03-28,1.0,2798.0,322,564129,25228,,,F,1926-12-18,52,Usti nad Orlici,east Bohemia,139012,59,41,8,3,10,61.9,8363,2.5,3.49,108,2564.0,2799,1,,,,,
177,188,monthly,1993-04-20,1.0,7426.0,403,2817194,100010,,,F,1956-03-16,48,Rychnov nad Kneznou,east Bohemia,78955,50,24,8,1,9,59.0,9060,1.7,2.44,124,1655.0,1717,1,,,,,
178,189,monthly,1997-04-16,3.0,5354.0,141,862961,71269,,,M,1969-07-22,76,Sumperk,north Moravia,127369,31,32,13,2,7,51.2,8369,4.7,5.88,107,3736.0,2807,1,,,,,
179,190,monthly,1995-03-02,4.0,9110.0,385,1726310,69474,,,F,1967-03-10,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.7,5.44,100,18782.0,18347,1,,,,,
180,191,monthly,1997-03-17,1.0,4420.9,106,1951562,93242,classic,1998-10-07,M,1941-02-18,41,Usti nad Labem,north Bohemia,118650,8,8,5,1,3,85.6,9832,3.3,4.48,114,6445.0,5471,1,,,,,
181,192,monthly,1993-01-08,1.0,3583.0,349,816589,29947,,,F,1921-06-17,55,Brno - venkov,south Moravia,157042,49,70,18,0,9,33.9,8743,1.8,2.43,111,3659.0,3894,1,,,,,
182,193,monthly,1996-12-22,1.0,7110.0,123,556325,25204,,,F,1958-12-03,69,Jesenik,north Moravia,42821,4,13,5,1,3,48.4,8173,,7.01,124,,1358,2,,,,,
183,194,monthly,1996-08-01,1.0,2648.0,164,289146,23032,,,F,1943-08-28,44,Chrudim,east Bohemia,105606,77,26,7,2,7,53.0,8254,2.7,3.76,97,2166.0,2325,1,,,,,
184,195,monthly,1997-02-27,1.0,6260.0,114,666565,49425,classic,1998-09-28,M,1961-09-01,70,Karvina,north Moravia,285387,0,2,8,5,7,89.9,10177,6.6,7.75,81,9878.0,10108,2,,,,,
185,196,monthly,1993-11-14,4.0,8626.0,504,1761813,73933,classic,1996-04-20,F,1961-11-28,6,Kutna Hora,central Bohemia,77963,60,23,4,2,4,51.5,8546,2.9,4.02,126,2640.0,3120,1,,,,,
186,197,monthly,1993-02-25,1.0,9454.0,374,3280610,52073,,,F,1974-09-10,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107,1,,,,,
187,198,monthly,1993-10-25,2.0,2866.0,329,522878,22504,,,F,1929-06-17,34,Chomutov,north Bohemia,125236,28,11,1,4,5,87.7,9675,6.4,7.68,100,5323.0,5190,1,,,,,
188,199,monthly,1996-10-26,1.0,1984.0,105,133207,26870,,,M,1959-01-23,70,Karvina,north Moravia,285387,0,2,8,5,7,89.9,10177,6.6,7.75,81,9878.0,10108,1,,,,,
189,200,monthly,1994-07-03,,,243,1042562,98906,classic,1996-08-31,F,1961-08-01,17,Pelhrimov,south Bohemia,74062,99,15,4,2,7,61.4,8114,2.3,2.62,119,1003.0,1181,1,,,,,
190,201,monthly,1994-11-02,1.0,9584.0,289,1715259,43995,,,M,1954-02-10,63,Vyskov,south Moravia,86513,38,36,5,1,5,50.5,8288,3.7,4.52,110,1562.0,1460,1,,,,,
191,204,monthly,1996-01-13,1.0,1950.0,159,185379,25128,,,F,1970-12-28,67,Bruntal,north Moravia,106054,38,25,6,2,6,63.1,8110,5.7,6.55,109,3244.0,3079,1,,,,,
192,205,monthly,1997-10-08,1.0,4297.0,71,222063,45267,,,M,1957-05-08,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107,1,,,,,
193,206,monthly,1995-04-08,1.0,2902.0,256,556118,35408,,,F,1969-12-12,61,Trebic,south Moravia,117897,139,28,5,1,6,53.8,8814,4.7,5.74,107,2112.0,2059,2,,,,,
194,207,monthly,1993-07-25,3.0,3139.0,481,819181,26092,,,F,1979-11-25,8,Mlada Boleslav,central Bohemia,112065,95,19,7,1,8,69.4,11277,1.2,1.44,127,5179.0,4987,1,,,,,
195,208,monthly,1996-03-27,4.0,7446.0,274,1083147,19740,,,F,1976-03-03,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,18721.0,18696,1,,,,,
196,209,monthly,1996-11-24,3.0,2320.0,175,217282,45681,,,F,1969-09-01,37,Litomerice,north Bohemia,114006,71,26,6,2,9,62.3,9065,4.4,5.39,123,4147.0,4166,1,,,,,
197,210,monthly,1996-03-17,1.0,7534.0,186,1197490,30198,,,F,1947-05-12,48,Rychnov nad Kneznou,east Bohemia,78955,50,24,8,1,9,59.0,9060,1.7,2.44,124,1655.0,1717,1,,,,,
198,211,monthly,1997-07-19,1.0,2394.0,86,1415763,68537,classic,1998-07-14,M,1963-05-30,28,Plzen - sever,west Bohemia,72541,66,26,10,0,8,36.9,8594,1.6,2.01,112,1580.0,1525,1,,,,,
199,212,weekly,1993-01-20,1.0,13841.0,432,7619103,95412,classic,1996-10-13,F,1951-10-11,27,Plzen - jih,west Bohemia,67298,71,19,10,0,7,43.8,8561,0.6,1.29,110,1029.0,1127,1,,,,,
200,213,monthly,1995-08-29,1.0,5625.0,235,2092233,36592,classic,1997-08-31,F,1963-02-27,73,Opava,north Moravia,182027,17,49,12,2,7,56.4,8746,3.3,3.74,90,4355.0,4433,1,,,,,
201,214,monthly,1997-03-09,1.0,2097.0,90,119966,15033,,,F,1942-11-04,22,Domazlice,west Bohemia,58400,65,16,4,1,6,52.4,8620,1.1,1.25,100,1089.0,1117,2,,,,,
202,215,monthly,1997-11-25,1.0,2121.0,46,70719,15084,,,M,1966-06-08,31,Tachov,west Bohemia,51313,34,12,3,1,4,59.2,8930,3.5,4.2,108,1328.0,1452,2,,,,,
203,216,monthly,1994-05-16,2.0,2999.0,343,702235,20687,,,F,1937-12-07,38,Louny,north Bohemia,85852,41,23,4,2,4,59.8,8965,7.0,8.23,104,2653.0,2822,1,,,,,
204,217,monthly,1995-01-20,2.0,4112.0,245,1127287,24285,,,M,1945-11-25,77,Vsetin,north Moravia,148545,8,35,12,3,4,53.5,8909,4.0,5.56,113,3460.0,3590,1,,,,,
205,218,monthly,1996-02-06,1.0,3182.0,224,3620109,25469,,,M,1962-05-20,68,Frydek - Mistek,north Moravia,228848,15,40,18,2,6,57.2,9893,4.0,4.72,96,5623.0,5887,1,,,,,
206,219,monthly,1995-09-06,2.0,5324.0,255,1488096,47647,junior,1998-07-28,M,1978-08-22,28,Plzen - sever,west Bohemia,72541,66,26,10,0,8,36.9,8594,1.6,2.01,112,1580.0,1525,1,,,,,
207,220,monthly,1993-04-09,1.0,3095.0,334,699330,28520,,,F,1933-01-07,72,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,3.8,4.79,110,9672.0,9208,1,,,,,
208,221,monthly,1996-10-30,1.0,7896.0,139,1176761,58514,,,F,1967-08-28,19,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.1,3.98,120,999.0,1099,1,,,,,
209,222,monthly,1993-03-15,1.0,3440.9,357,5135613,59953,classic,1997-08-29,M,1967-06-12,37,Litomerice,north Bohemia,114006,71,26,6,2,9,62.3,9065,4.4,5.39,123,4147.0,4166,1,,,,,
210,223,monthly,1995-06-13,,,126,628543,24980,junior,1996-05-17,F,1982-05-02,39,Most,north Bohemia,119895,17,4,3,2,4,89.9,10446,7.3,9.4,90,4947.0,4743,1,,,,,
211,224,monthly,1996-10-27,1.0,3503.0,122,286529,19354,,,F,1923-12-03,15,Cesky Krumlov,south Bohemia,58796,22,16,7,1,5,51.9,9045,3.1,3.6,124,1845.0,1879,1,,,,,
212,225,monthly,1993-07-28,2.0,3385.0,439,1034081,92940,,,M,1947-03-08,46,Nachod,east Bohemia,112709,48,20,7,3,10,73.5,8369,1.7,2.31,117,2854.0,2618,2,,,,,
213,226,monthly,1997-02-23,2.0,18040.0,129,933130,44471,classic,1997-12-05,F,1944-10-25,70,Karvina,north Moravia,285387,0,2,8,5,7,89.9,10177,6.6,7.75,81,9878.0,10108,1,1998-07-12,109344.0,12.0,9112.0,C
214,227,monthly,1995-03-28,1.0,9381.0,257,4315051,85195,classic,1998-11-10,F,1972-05-15,27,Plzen - jih,west Bohemia,67298,71,19,10,0,7,43.8,8561,0.6,1.29,110,1029.0,1127,1,,,,,
215,228,monthly,1993-09-28,2.0,4104.0,406,2917884,65983,,,F,1970-11-25,17,Pelhrimov,south Bohemia,74062,99,15,4,2,7,61.4,8114,2.3,2.62,119,1003.0,1181,1,,,,,
216,229,monthly,1997-06-07,1.0,2505.0,89,189478,24212,,,F,1918-11-12,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107,1,,,,,
217,230,monthly,1996-02-26,3.0,8200.0,251,1298914,11813,,,M,1957-06-11,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107,2,,,,,
218,231,monthly,1995-04-03,1.0,2073.0,227,270262,17146,,,F,1972-12-27,22,Domazlice,west Bohemia,58400,65,16,4,1,6,52.4,8620,1.1,1.25,100,1089.0,1117,2,,,,,
219,232,monthly,1997-11-29,1.0,3643.0,61,579517,81753,classic,1998-08-13,F,1969-12-18,45,Jicin,east Bohemia,77917,85,19,6,1,5,53.5,8390,2.2,2.89,132,2080.0,2122,1,,,,,
220,234,monthly,1993-07-15,1.0,2809.0,320,749289,15951,,,F,1938-02-24,73,Opava,north Moravia,182027,17,49,12,2,7,56.4,8746,3.3,3.74,90,4355.0,4433,2,,,,,
221,235,monthly,1993-10-06,2.0,2216.0,368,414599,16333,,,M,1974-08-06,10,Praha - vychod,central Bohemia,92084,55,29,4,3,5,46.7,10124,0.5,0.54,141,3810.0,4316,1,,,,,
222,236,monthly,1996-03-16,,,26,66400,13000,,,M,1954-06-03,72,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,3.8,4.79,110,9672.0,9208,2,,,,,
223,237,monthly,1994-03-25,2.0,1940.0,314,325289,14668,,,M,1980-09-09,50,Svitavy,east Bohemia,102609,75,33,2,3,6,52.0,8187,4.8,5.45,94,2123.0,2134,1,,,,,
224,238,monthly,1993-08-15,1.0,2234.0,315,419534,18988,,,M,1962-04-21,6,Kutna Hora,central Bohemia,77963,60,23,4,2,4,51.5,8546,2.9,4.02,126,2640.0,3120,1,,,,,
225,239,weekly,1993-03-01,3.0,7189.0,569,5026142,34974,,,M,1958-03-27,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,18721.0,18696,1,,,,,
226,240,monthly,1997-04-28,2.0,10671.0,104,983269,17633,,,M,1959-01-12,72,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,3.8,4.79,110,9672.0,9208,2,,,,,
227,241,monthly,1996-09-29,3.0,2586.0,190,255569,39909,,,F,1958-09-06,15,Cesky Krumlov,south Bohemia,58796,22,16,7,1,5,51.9,9045,3.1,3.6,124,1845.0,1879,1,,,,,
228,242,monthly,1996-08-29,2.0,4039.0,178,1382501,53111,,,M,1943-09-27,69,Jesenik,north Moravia,42821,4,13,5,1,3,48.4,8173,,7.01,124,,1358,1,,,,,
229,243,weekly,1993-11-06,2.0,4108.0,363,4925413,15153,,,M,1968-03-21,58,Jihlava,south Moravia,109164,98,16,6,1,4,63.6,8757,3.3,3.95,96,2212.0,2471,1,,,,,
230,244,monthly,1993-02-08,3.0,2648.0,547,691540,52095,classic,1998-03-10,M,1939-03-27,12,Pribram,central Bohemia,107870,84,29,6,1,6,58.0,8754,3.8,4.31,137,3804.0,3868,1,,,,,
231,245,monthly,1993-11-25,,,326,3190212,44669,,,M,1974-03-01,65,Znojmo,south Moravia,114200,101,41,4,1,4,43.7,8403,5.7,5.72,105,2157.0,2718,1,,,,,
232,246,monthly,1997-12-20,1.0,1970.0,46,92920,17212,,,F,1924-03-15,65,Znojmo,south Moravia,114200,101,41,4,1,4,43.7,8403,5.7,5.72,105,2157.0,2718,2,,,,,
233,248,monthly,1995-04-02,1.0,2484.9,208,2415069,35333,,,F,1957-07-30,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107,1,,,,,
234,249,monthly,1996-12-03,2.0,7494.0,155,958841,19940,,,M,1942-01-10,28,Plzen - sever,west Bohemia,72541,66,26,10,0,8,36.9,8594,1.6,2.01,112,1580.0,1525,1,,,,,
235,250,monthly,1997-05-10,1.0,3066.0,99,250441,48646,,,M,1971-02-23,56,Breclav,south Moravia,124605,11,42,14,1,8,46.0,8772,4.6,4.98,126,2854.0,3158,1,,,,,
236,251,monthly,1996-04-06,1.0,3059.0,186,691633,35458,,,M,1946-05-06,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.7,5.44,100,18782.0,18347,1,,,,,
237,252,monthly,1996-12-26,1.0,1767.0,109,236213,50468,,,F,1934-03-11,19,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.1,3.98,120,999.0,1099,1,,,,,
238,253,monthly,1995-12-05,,,177,1721166,106815,classic,1997-10-03,M,1938-06-08,46,Nachod,east Bohemia,112709,48,20,7,3,10,73.5,8369,1.7,2.31,117,2854.0,2618,1,,,,,
239,255,monthly,1996-11-03,1.0,5323.0,154,2089334,101534,,,F,1976-06-12,68,Frydek - Mistek,north Moravia,228848,15,40,18,2,6,57.2,9893,4.0,4.72,96,5623.0,5887,1,,,,,
240,256,monthly,1995-05-14,,,206,1783969,17041,classic,1997-05-28,F,1969-12-14,37,Litomerice,north Bohemia,114006,71,26,6,2,9,62.3,9065,4.4,5.39,123,4147.0,4166,1,,,,,
241,257,monthly,1995-11-05,2.0,17982.7,167,1630342,8844,,,M,1950-04-16,11,Praha - zapad,central Bohemia,75637,35,36,9,0,7,36.5,9622,0.4,0.59,154,3475.0,3529,1,,,,,
242,258,monthly,1997-07-09,1.0,3737.0,80,203134,24649,,,F,1930-09-16,64,Zlin,south Moravia,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484.0,4265,1,,,,,
243,259,monthly,1993-10-28,2.0,3154.0,378,804480,15944,,,M,1924-07-03,2,Benesov,central Bohemia,88884,80,26,6,2,5,46.7,8507,1.6,1.85,132,2159.0,2674,1,,,,,
244,260,monthly,1995-10-14,1.0,5247.0,215,807314,40816,,,F,1942-05-11,24,Karlovy Vary,west Bohemia,122603,25,21,6,2,8,80.0,8991,1.3,2.01,128,5198.0,5273,2,,,,,
245,261,monthly,1996-10-07,2.0,2553.0,144,213430,21485,,,M,1967-05-01,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,18721.0,18696,1,,,,,
246,262,monthly,1996-01-27,,,21,59200,22600,,,M,1955-04-28,75,Prerov,north Moravia,138032,67,30,4,2,5,64.6,8819,5.3,5.66,99,4063.0,4505,1,,,,,
247,263,weekly,1997-01-03,1.0,6145.0,161,1670939,50907,,,F,1957-10-06,64,Zlin,south Moravia,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484.0,4265,1,,,,,
248,264,monthly,1996-02-09,1.0,3307.0,189,496352,35404,,,F,1943-04-02,15,Cesky Krumlov,south Bohemia,58796,22,16,7,1,5,51.9,9045,3.1,3.6,124,1845.0,1879,1,,,,,
249,265,monthly,1996-07-05,1.0,2900.0,149,352659,20758,,,F,1929-04-04,19,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.1,3.98,120,999.0,1099,2,,,,,
250,266,monthly,1994-05-11,1.0,4975.2,325,6031384,75023,classic,1997-11-21,F,1943-10-24,47,Pardubice,east Bohemia,162580,83,26,5,1,6,72.8,9538,1.5,1.81,111,6079.0,5410,1,,,,,
251,267,monthly,1995-04-26,1.0,3074.0,211,416838,16940,,,M,1933-02-01,38,Louny,north Bohemia,85852,41,23,4,2,4,59.8,8965,7.0,8.23,104,2653.0,2822,2,,,,,
252,268,monthly,1996-05-29,1.0,3121.0,169,1764447,37866,,,M,1960-12-03,3,Beroun,central Bohemia,75232,55,26,4,1,5,41.7,8980,1.9,2.21,111,2824.0,2813,1,,,,,
253,269,monthly,1996-08-30,2.0,2146.0,177,242773,42634,,,M,1960-02-21,3,Beroun,central Bohemia,75232,55,26,4,1,5,41.7,8980,1.9,2.21,111,2824.0,2813,1,,,,,
254,270,monthly,1995-01-23,1.0,5462.0,258,2366879,89227,gold,1998-04-10,F,1967-09-18,27,Plzen - jih,west Bohemia,67298,71,19,10,0,7,43.8,8561,0.6,1.29,110,1029.0,1127,2,,,,,
255,271,monthly,1996-08-13,1.0,1535.0,142,352298,58987,,,F,1918-01-24,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107,1,,,,,
256,272,monthly,1996-10-23,1.0,7454.0,133,1102201,36708,,,M,1964-12-03,11,Praha - zapad,central Bohemia,75637,35,36,9,0,7,36.5,9622,0.4,0.59,154,3475.0,3529,1,,,,,
257,273,transaction,1993-07-11,4.0,9299.1,488,2030125,40490,,,F,1944-08-05,65,Znojmo,south Moravia,114200,101,41,4,1,4,43.7,8403,5.7,5.72,105,2157.0,2718,1,,,,,
258,274,monthly,1993-08-20,1.0,9886.0,372,2827187,42735,,,M,1942-03-02,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107,1,,,,,
259,275,monthly,1996-01-02,2.0,2260.0,208,232519,18097,,,M,1978-07-25,29,Rokycany,west Bohemia,45714,52,10,5,1,6,55.6,8843,2.8,3.6,113,818.0,888,1,,,,,
260,276,monthly,1997-12-08,2.0,9682.5,65,725934,59376,classic,1998-10-13,M,1971-10-19,38,Louny,north Bohemia,85852,41,23,4,2,4,59.8,8965,7.0,8.23,104,2653.0,2822,1,1998-12-02,160920.0,36.0,4470.0,C
