,account_id,district_id,frequency,date
558,585,4,POPLATEK MESICNE,1997-09-04
559,586,54,POPLATEK MESICNE,1995-03-16
560,587,19,POPLATEK MESICNE,1996-06-21
561,588,66,POPLATEK MESICNE,1993-03-14
562,589,1,POPLATEK MESICNE,1997-04-26
563,590,50,POPLATEK MESICNE,1996-02-24
564,591,1,POPLATEK MESICNE,1997-08-12
565,592,23,POPLATEK MESICNE,1996-12-27
566,593,48,POPLATEK MESICNE,1996-07-16
567,594,54,POPLATEK MESICNE,1994-12-09
568,595,20,POPLATEK MESICNE,1996-12-21
569,596,31,POPLATEK MESICNE,1994-10-13
570,597,41,POPLATEK MESICNE,1993-12-05
571,598,1,POPLATEK MESICNE,1997-02-08
572,599,54,POPLATEK MESICNE,1996-12-04
573,600,46,POPLATEK MESICNE,1997-03-13
574,601,29,POPLATEK MESICNE,1993-08-04
575,602,43,POPLATEK MESICNE,1995-10-27
576,603,62,POPLATEK MESICNE,1996-06-11
577,604,12,POPLATEK MESICNE,1993-11-26
578,605,65,POPLATEK MESICNE,1997-02-04
579,606,75,POPLATEK MESICNE,1997-11-04
580,607,16,POPLATEK MESICNE,1995-02-17
581,608,32,POPLATEK MESICNE,1995-03-27
582,609,63,POPLATEK MESICNE,1994-05-15
583,610,74,POPLATEK MESICNE,1994-08-11
584,611,46,POPLATEK MESICNE,1997-07-21
585,612,1,POPLATEK MESICNE,1996-05-27
586,613,74,POPLATEK PO OBRATU,1996-08-10
587,614,25,POPLATEK MESICNE,1997-06-07
588,615,72,POPLATEK MESICNE,1996-04-09
589,616,43,POPLATEK MESICNE,1993-10-14
590,617,74,POPLATEK MESICNE,1996-08-23
591,618,1,POPLATEK MESICNE,1996-10-02
592,619,1,POPLATEK TYDNE,1995-09-09
593,620,26,POPLATEK MESICNE,1996-02-18
594,621,52,POPLATEK MESICNE,1996-06-01
595,622,24,POPLATEK MESICNE,1997-06-22
596,623,1,POPLATEK MESICNE,1993-03-24
597,624,70,POPLATEK MESICNE,1993-10-11
598,625,70,POPLATEK MESICNE,1995-07-12
599,626,72,POPLATEK MESICNE,1993-11-11
600,627,63,POPLATEK MESICNE,1993-02-05
601,628,72,POPLATEK MESICNE,1994-01-03
602,629,31,POPLATEK MESICNE,1994-07-25
603,630,71,POPLATEK MESICNE,1993-06-29
604,631,68,POPLATEK MESICNE,1996-03-25
605,632,29,POPLATEK MESICNE,1996-05-14
606,633,57,POPLATEK MESICNE,1995-12-06
607,635,21,POPLATEK MESICNE,1994-08-21
608,636,75,POPLATEK MESICNE,1997-04-24
609,637,49,POPLATEK MESICNE,1996-08-27
610,638,65,POPLATEK MESICNE,1995-06-28
611,639,1,POPLATEK MESICNE,1997-11-03
612,640,32,POPLATEK MESICNE,1993-06-02
613,641,40,POPLATEK MESICNE,1997-06-22
614,643,64,POPLATEK MESICNE,1997-10-28
615,644,4,POPLATEK MESICNE,1997-11-06
616,645,70,POPLATEK MESICNE,1997-08-21
617,646,51,POPLATEK MESICNE,1996-01-06
618,647,1,POPLATEK MESICNE,1997-04-28
619,648,13,POPLATEK MESICNE,1993-11-09
620,649,69,POPLATEK TYDNE,1994-05-17
621,650,3,POPLATEK MESICNE,1995-01-28
622,651,72,POPLATEK MESICNE,1993-11-28
623,652,21,POPLATEK MESICNE,1993-01-05
624,653,27,POPLATEK MESICNE,1997-08-19
625,654,63,POPLATEK MESICNE,1994-10-16
626,655,53,POPLATEK MESICNE,1993-03-24
627,656,3,POPLATEK MESICNE,1996-08-18
628,657,47,POPLATEK MESICNE,1993-08-08
629,658,4,POPLATEK MESICNE,1996-01-10
630,659,63,POPLATEK MESICNE,1996-12-14
631,660,68,POPLATEK MESICNE,1996-01-20
632,662,21,POPLATEK MESICNE,1994-07-18
633,664,1,POPLATEK MESICNE,1996-12-08
634,665,8,POPLATEK MESICNE,1995-09-03
635,666,27,POPLATEK MESICNE,1996-03-15
636,669,35,POPLATEK MESICNE,1996-06-07
637,671,60,POPLATEK MESICNE,1997-10-29
638,672,53,POPLATEK MESICNE,1997-06-23
639,673,31,POPLATEK MESICNE,1997-12-08
640,674,49,POPLATEK MESICNE,1995-09-02
641,675,58,POPLATEK MESICNE,1995-08-03
642,676,39,POPLATEK MESICNE,1995-09-22
643,677,70,POPLATEK MESICNE,1997-09-13
644,678,17,POPLATEK MESICNE,1993-10-08
645,679,22,POPLATEK MESICNE,1997-07-12
646,680,17,POPLATEK MESICNE,1997-07-18
647,682,54,POPLATEK MESICNE,1997-06-08
648,683,74,POPLATEK MESICNE,1996-07-22
649,684,49,POPLATEK MESICNE,1996-05-12
650,685,37,POPLATEK TYDNE,1995-01-04
651,686,41,POPLATEK MESICNE,1993-04-04
652,687,27,POPLATEK MESICNE,1996-06-02
653,688,74,POPLATEK MESICNE,1993-11-25
654,689,1,POPLATEK MESICNE,1996-04-24
655,690,10,POPLATEK MESICNE,1996-07-11
656,691,24,POPLATEK MESICNE,1996-02-21
657,692,69,POPLATEK MESICNE,1996-10-02
658,693,2,POPLATEK MESICNE,1994-06-06
659,694,67,POPLATEK MESICNE,1996-09-04
660,695,5,POPLATEK MESICNE,1996-04-21
661,696,54,POPLATEK MESICNE,1997-11-09
662,697,28,POPLATEK MESICNE,1993-02-23
663,698,71,POPLATEK MESICNE,1996-09-29
664,699,1,POPLATEK MESICNE,1993-09-17
665,700,20,POPLATEK MESICNE,1994-06-01
666,701,69,POPLATEK MESICNE,1993-06-08
667,702,12,POPLATEK MESICNE,1993-06-23
668,703,54,POPLATEK MESICNE,1997-12-21
669,704,55,POPLATEK MESICNE,1993-01-01
670,705,35,POPLATEK MESICNE,1997-07-14
671,706,49,POPLATEK MESICNE,1996-05-07
672,708,26,POPLATEK MESICNE,1996-03-30
673,709,19,POPLATEK MESICNE,1994-07-25
674,710,25,POPLATEK MESICNE,1994-09-02
675,711,70,POPLATEK MESICNE,1994-07-06
676,712,72,POPLATEK MESICNE,1996-12-01
677,713,58,POPLATEK MESICNE,1996-10-15
678,714,23,POPLATEK MESICNE,1996-11-04
679,715,32,POPLATEK MESICNE,1996-08-08
680,716,47,POPLATEK MESICNE,1994-09-25
681,717,75,POPLATEK MESICNE,1993-04-24
682,718,1,POPLATEK MESICNE,1996-03-03
683,719,30,POPLATEK MESICNE,1993-12-21
684,720,54,POPLATEK MESICNE,1995-07-20
685,721,76,POPLATEK MESICNE,1993-08-29
686,722,38,POPLATEK PO OBRATU,1997-05-04
687,725,70,POPLATEK MESICNE,1996-07-08
688,726,76,POPLATEK MESICNE,1994-02-03
689,727,35,POPLATEK MESICNE,1997-12-25
690,728,60,POPLATEK MESICNE,1995-11-28
691,729,14,POPLATEK MESICNE,1997-02-15
692,730,4,POPLATEK MESICNE,1993-08-28
693,731,5,POPLATEK MESICNE,1995-07-11
694,732,38,POPLATEK MESICNE,1996-06-07
695,733,49,POPLATEK TYDNE,1995-05-17
696,734,5,POPLATEK MESICNE,1996-04-08
697,735,70,POPLATEK MESICNE,1997-09-17
698,736,75,POPLATEK MESICNE,1997-12-07
699,737,34,POPLATEK MESICNE,1993-12-08
700,738,34,POPLATEK MESICNE,1993-06-21
701,739,66,POPLATEK MESICNE,1996-03-18
702,740,28,POPLATEK MESICNE,1994-04-04
703,741,54,POPLATEK MESICNE,1994-07-14
704,742,77,POPLATEK MESICNE,1994-01-28
705,743,10,POPLATEK MESICNE,1993-11-05
706,744,42,POPLATEK MESICNE,1993-03-06
707,745,43,POPLATEK MESICNE,1997-10-09
708,746,75,POPLATEK MESICNE,1995-05-10
709,747,39,POPLATEK MESICNE,1993-08-09
710,748,10,POPLATEK MESICNE,1993-04-08
711,749,38,POPLATEK MESICNE,1997-03-23
712,750,73,POPLATEK MESICNE,1993-09-12
713,751,3,POPLATEK MESICNE,1993-05-12
714,752,23,POPLATEK MESICNE,1997-01-10
715,753,31,POPLATEK MESICNE,1996-08-14
716,754,1,POPLATEK MESICNE,1995-06-08
717,755,38,POPLATEK MESICNE,1997-09-27
718,756,65,POPLATEK MESICNE,1995-01-13
719,757,50,POPLATEK MESICNE,1993-07-19
720,758,51,POPLATEK MESICNE,1997-12-19
721,759,23,POPLATEK MESICNE,1993-08-01
722,760,1,POPLATEK MESICNE,1997-05-24
723,761,43,POPLATEK MESICNE,1994-04-09
724,762,76,POPLATEK MESICNE,1995-10-18
725,763,1,POPLATEK MESICNE,1995-02-23
726,764,1,POPLATEK MESICNE,1993-01-08
727,765,12,POPLATEK MESICNE,1996-12-20
728,766,3,POPLATEK MESICNE,1996-04-21
729,767,25,POPLATEK MESICNE,1995-03-26
730,768,26,POPLATEK MESICNE,1997-07-03
731,770,7,POPLATEK MESICNE,1996-09-24
732,771,22,POPLATEK MESICNE,1996-01-22
733,772,45,POPLATEK MESICNE,1993-01-21
734,773,15,POPLATEK MESICNE,1993-06-19
735,774,1,POPLATEK MESICNE,1993-06-08
736,775,1,POPLATEK MESICNE,1994-12-18
737,776,66,POPLATEK MESICNE,1996-05-18
738,777,30,POPLATEK MESICNE,1997-12-28
739,778,68,POPLATEK MESICNE,1996-10-26
740,779,16,POPLATEK MESICNE,1996-08-13
741,780,3,POPLATEK MESICNE,1996-04-26
742,781,33,POPLATEK MESICNE,1995-02-19
743,782,42,POPLATEK MESICNE,1997-10-30
744,783,1,POPLATEK MESICNE,1997-09-08
745,784,59,POPLATEK MESICNE,1994-04-19
746,785,21,POPLATEK TYDNE,1997-08-09
747,786,53,POPLATEK MESICNE,1995-08-12
748,787,10,POPLATEK MESICNE,1993-11-14
749,788,12,POPLATEK MESICNE,1996-06-25
750,789,39,POPLATEK MESICNE,1995-02-06
751,790,54,POPLATEK MESICNE,1993-05-11
752,791,49,POPLATEK MESICNE,1995-12-14
753,792,3,POPLATEK MESICNE,1997-08-13
754,793,47,POPLATEK MESICNE,1993-01-03
755,794,63,POPLATEK MESICNE,1997-04-24
756,795,25,POPLATEK MESICNE,1995-01-27
757,796,1,POPLATEK MESICNE,1997-02-13
758,797,57,POPLATEK MESICNE,1996-11-20
759,798,1,POPLATEK MESICNE,1996-04-22
760,799,56,POPLATEK MESICNE,1993-10-10
761,800,11,POPLATEK MESICNE,1997-12-06
762,801,16,POPLATEK MESICNE,1997-07-23
763,802,15,POPLATEK MESICNE,1994-12-20
764,803,19,POPLATEK MESICNE,1995-09-09
765,804,64,POPLATEK MESICNE,1996-02-06
766,805,10,POPLATEK MESICNE,1996-12-02
767,806,13,POPLATEK MESICNE,1996-10-29
768,807,76,POPLATEK TYDNE,1995-06-13
769,808,69,POPLATEK MESICNE,1995-06-13
770,809,36,POPLATEK MESICNE,1995-12-20
771,810,46,POPLATEK MESICNE,1995-11-11
772,811,14,POPLATEK TYDNE,1997-08-01
773,812,1,POPLATEK MESICNE,1996-08-30
774,813,16,POPLATEK MESICNE,1993-02-10
775,814,76,POPLATEK MESICNE,1996-10-06
776,815,56,POPLATEK MESICNE,1993-08-25
777,816,52,POPLATEK MESICNE,1993-08-05
778,817,5,POPLATEK MESICNE,1994-03-18
779,819,20,POPLATEK MESICNE,1995-04-22
780,820,74,POPLATEK MESICNE,1995-11-04
781,821,60,POPLATEK MESICNE,1996-03-16
782,822,40,POPLATEK MESICNE,1996-10-04
783,823,71,POPLATEK MESICNE,1997-09-19
784,824,32,POPLATEK MESICNE,1996-03-21
785,825,19,POPLATEK MESICNE,1996-03-06
786,826,44,POPLATEK MESICNE,1996-10-05
787,827,36,POPLATEK MESICNE,1996-02-23
788,828,1,POPLATEK MESICNE,1997-02-12
789,829,59,POPLATEK MESICNE,1996-11-10
790,830,74,POPLATEK MESICNE,1993-02-08
791,831,44,POPLATEK MESICNE,1996-09-18
792,832,42,POPLATEK MESICNE,1996-05-24
793,833,31,POPLATEK MESICNE,1996-08-29
794,834,3,POPLATEK MESICNE,1997-05-23
795,836,46,POPLATEK MESICNE,1996-07-28
796,837,46,POPLATEK MESICNE,1993-09-18
797,838,47,POPLATEK MESICNE,1993-10-23
798,839,16,POPLATEK MESICNE,1995-01-17
799,840,70,POPLATEK MESICNE,1996-03-12
800,841,1,POPLATEK MESICNE,1993-11-04
801,842,62,POPLATEK MESICNE,1995-04-07
802,843,6,POPLATEK MESICNE,1997-04-09
803,844,53,POPLATEK MESICNE,1994-04-28
804,845,14,POPLATEK MESICNE,1997-12-27
805,846,72,POPLATEK MESICNE,1996-03-09
806,847,2,POPLATEK MESICNE,1996-07-21
807,848,31,POPLATEK MESICNE,1996-06-16
808,849,1,POPLATEK MESICNE,1996-01-01
809,850,25,POPLATEK MESICNE,1997-03-07
810,851,15,POPLATEK MESICNE,1994-09-23
811,852,57,POPLATEK MESICNE,1997-10-23
812,853,1,POPLATEK MESICNE,1996-03-20
813,854,62,POPLATEK MESICNE,1993-09-21
814,855,1,POPLATEK MESICNE,1994-03-28
815,856,2,POPLATEK MESICNE,1996-03-03
816,857,77,POPLATEK MESICNE,1993-09-16
817,858,52,POPLATEK MESICNE,1996-07-13
818,859,13,POPLATEK MESICNE,1997-08-26
819,860,1,POPLATEK MESICNE,1993-03-19
820,861,22,POPLATEK MESICNE,1993-09-13
821,862,64,POPLATEK TYDNE,1993-02-02
822,863,71,POPLATEK MESICNE,1993-05-16
823,864,72,POPLATEK MESICNE,1997-07-08
824,865,17,POPLATEK MESICNE,1996-03-18
825,866,9,POPLATEK MESICNE,1993-01-10
826,867,60,POPLATEK MESICNE,1997-11-09
827,868,1,POPLATEK MESICNE,1997-05-26
828,869,16,POPLATEK MESICNE,1996-07-15
829,870,70,POPLATEK MESICNE,1995-03-27
830,871,1,POPLATEK MESICNE,1996-09-02
831,872,27,POPLATEK MESICNE,1997-01-18
832,873,73,POPLATEK MESICNE,1997-04-26
833,874,56,POPLATEK TYDNE,1996-03-23
834,875,63,POPLATEK MESICNE,1995-05-17
835,876,4,POPLATEK MESICNE,1997-10-26
836,877,1,POPLATEK MESICNE,1996-05-29
837,878,52,POPLATEK MESICNE,1996-06-29
838,879,9,POPLATEK MESICNE,1997-06-04
839,880,26,POPLATEK MESICNE,1996-12-08
840,882,9,POPLATEK MESICNE,1993-03-06
841,883,1,POPLATEK MESICNE,1993-12-17
842,884,2,POPLATEK MESICNE,1993-12-07
843,885,1,POPLATEK MESICNE,1993-06-25
844,886,1,POPLATEK MESICNE,1993-06-23
845,887,1,POPLATEK MESICNE,1993-05-05
846,888,54,POPLATEK MESICNE,1996-10-28
847,889,43,POPLATEK MESICNE,1997-12-22
848,890,14,POPLATEK MESICNE,1993-02-05
849,891,34,POPLATEK MESICNE,1996-05-23
850,892,70,POPLATEK MESICNE,1993-03-20
851,893,53,POPLATEK MESICNE,1995-04-12
852,894,46,POPLATEK MESICNE,1995-08-27
853,895,24,POPLATEK MESICNE,1996-03-12
854,896,3,POPLATEK MESICNE,1995-06-11
855,897,38,POPLATEK MESICNE,1993-04-26
856,898,71,POPLATEK MESICNE,1996-03-27
857,899,72,POPLATEK MESICNE,1993-06-21
858,900,48,POPLATEK MESICNE,1994-04-26
859,901,60,POPLATEK MESICNE,1994-07-10
860,902,74,POPLATEK MESICNE,1993-06-29
861,903,47,POPLATEK MESICNE,1993-12-10
862,904,1,POPLATEK MESICNE,1994-03-20
863,905,35,POPLATEK MESICNE,1996-12-11
864,906,59,POPLATEK MESICNE,1997-12-27
865,907,41,POPLATEK MESICNE,1993-07-09
866,908,62,POPLATEK MESICNE,1994-04-29
867,909,30,POPLATEK MESICNE,1997-09-02
868,910,1,POPLATEK MESICNE,1997-02-03
869,911,60,POPLATEK MESICNE,1996-08-12
870,912,65,POPLATEK MESICNE,1997-04-27
871,913,59,POPLATEK MESICNE,1996-05-10
872,914,73,POPLATEK MESICNE,1993-11-14
873,915,72,POPLATEK MESICNE,1995-01-18
874,916,1,POPLATEK MESICNE,1996-08-13
875,917,56,POPLATEK MESICNE,1995-10-13
876,918,60,POPLATEK MESICNE,1996-08-23
877,919,62,POPLATEK MESICNE,1997-03-03
878,920,58,POPLATEK MESICNE,1996-09-05
879,921,10,POPLATEK MESICNE,1996-10-08
880,922,61,POPLATEK MESICNE,1995-04-27
881,923,13,POPLATEK MESICNE,1996-02-07
882,924,11,POPLATEK MESICNE,1995-12-09
883,925,59,POPLATEK MESICNE,1993-02-23
884,926,36,POPLATEK MESICNE,1996-11-01
885,927,69,POPLATEK MESICNE,1997-04-12
886,928,20,POPLATEK MESICNE,1993-04-26
887,929,54,POPLATEK MESICNE,1993-07-03
888,930,41,POPLATEK MESICNE,1993-08-03
889,931,59,POPLATEK MESICNE,1993-10-15
890,932,20,POPLATEK MESICNE,1996-07-08
891,933,21,POPLATEK MESICNE,1995-11-18
892,934,9,POPLATEK MESICNE,1997-11-27
893,935,23,POPLATEK MESICNE,1996-12-25
894,936,7,POPLATEK MESICNE,1996-03-02
895,937,43,POPLATEK MESICNE,1995-08-26
896,938,70,POPLATEK MESICNE,1997-12-13
897,939,55,POPLATEK MESICNE,1994-10-04
898,940,37,POPLATEK MESICNE,1994-11-15
899,941,8,POPLATEK MESICNE,1994-06-08
900,942,9,POPLATEK MESICNE,1993-08-16
901,943,1,POPLATEK MESICNE,1993-02-03
902,944,70,POPLATEK MESICNE,1993-03-08
903,945,18,POPLATEK MESICNE,1996-08-16
904,946,21,POPLATEK MESICNE,1996-01-01
905,947,59,POPLATEK MESICNE,1993-05-17
906,949,58,POPLATEK MESICNE,1996-02-13
907,950,49,POPLATEK MESICNE,1993-08-26
908,951,3,POPLATEK MESICNE,1996-04-28
909,952,41,POPLATEK MESICNE,1997-11-09
910,953,14,POPLATEK MESICNE,1995-07-22
911,954,74,POPLATEK MESICNE,1996-01-08
912,955,59,POPLATEK MESICNE,1996-07-08
913,956,74,POPLATEK MESICNE,1993-12-05
914,957,70,POPLATEK MESICNE,1995-12-22
915,958,72,POPLATEK MESICNE,1996-06-06
916,959,1,POPLATEK MESICNE,1996-02-23
917,960,4,POPLATEK PO OBRATU,1994-11-02
918,961,1,POPLATEK MESICNE,1997-10-18
919,962,64,POPLATEK MESICNE,1996-06-24
920,963,7,POPLATEK MESICNE,1996-08-09
921,964,26,POPLATEK MESICNE,1994-07-08
922,965,20,POPLATEK MESICNE,1993-08-25
923,966,15,POPLATEK MESICNE,1997-10-14
924,967,15,POPLATEK MESICNE,1996-08-17
925,968,74,POPLATEK MESICNE,1995-11-11
926,969,19,POPLATEK MESICNE,1994-01-08
927,970,18,POPLATEK MESICNE,1997-07-20
928,971,12,POPLATEK MESICNE,1996-07-18
929,972,46,POPLATEK MESICNE,1996-09-29
930,973,54,POPLATEK MESICNE,1994-11-05
931,974,29,POPLATEK MESICNE,1994-02-25
932,975,1,POPLATEK MESICNE,1996-10-19
933,976,77,POPLATEK MESICNE,1996-01-27
934,977,1,POPLATEK MESICNE,1993-04-26
935,978,73,POPLATEK MESICNE,1993-08-18
936,979,21,POPLATEK MESICNE,1993-02-16
937,980,1,POPLATEK MESICNE,1996-12-11
938,981,66,POPLATEK MESICNE,1995-03-25
939,982,54,POPLATEK MESICNE,1993-02-05
940,984,2,POPLATEK MESICNE,1996-07-10
941,985,32,POPLATEK MESICNE,1994-05-29
942,986,74,POPLATEK MESICNE,1996-05-02
943,987,15,POPLATEK MESICNE,1996-08-27
944,988,10,POPLATEK MESICNE,1994-10-22
945,989,19,POPLATEK MESICNE,1994-03-14
946,990,17,POPLATEK MESICNE,1995-10-11
947,991,39,POPLATEK MESICNE,1993-05-18
948,992,22,POPLATEK MESICNE,1995-10-01
949,993,6,POPLATEK MESICNE,1996-11-14
950,994,72,POPLATEK MESICNE,1995-09-15
951,995,64,POPLATEK MESICNE,1995-08-23
952,996,47,POPLATEK MESICNE,1997-08-18
953,997,54,POPLATEK MESICNE,1997-05-08
954,998,47,POPLATEK MESICNE,1993-11-11
955,1000,77,POPLATEK MESICNE,1993-01-25
956,1002,50,POPLATEK MESICNE,1996-09-17
957,1003,28,POPLATEK MESICNE,1996-10-10
958,1004,70,POPLATEK MESICNE,1996-07-02
959,1005,54,POPLATEK TYDNE,1993-02-23
960,1006,6,POPLATEK MESICNE,1993-02-08
961,1007,1,POPLATEK MESICNE,1996-06-28
962,1008,13,POPLATEK MESICNE,1996-10-05
963,1009,1,POPLATEK TYDNE,1995-08-01
964,1010,61,POPLATEK MESICNE,1995-05-01
965,1011,45,POPLATEK MESICNE,1994-12-17
966,1012,65,POPLATEK MESICNE,1994-07-09
967,1013,59,POPLATEK MESICNE,1996-05-13
968,1014,74,POPLATEK MESICNE,1996-03-20
969,1015,1,POPLATEK MESICNE,1997-06-14
970,1016,40,POPLATEK MESICNE,1993-09-29
971,1017,14,POPLATEK MESICNE,1994-08-11
972,1018,7,POPLATEK MESICNE,1993-06-03
973,1019,52,POPLATEK MESICNE,1993-01-21
974,1020,56,POPLATEK MESICNE,1996-04-09
975,1021,42,POPLATEK MESICNE,1996-11-17
976,1022,33,POPLATEK TYDNE,1994-08-01
977,1023,21,POPLATEK MESICNE,1993-08-13
978,1024,19,POPLATEK MESICNE,1997-05-02
979,1026,20,POPLATEK MESICNE,1997-09-03
980,1027,68,POPLATEK MESICNE,1997-07-18
981,1028,23,POPLATEK MESICNE,1996-03-19
982,1029,26,POPLATEK MESICNE,1996-06-25
983,1030,57,POPLATEK MESICNE,1995-11-12
984,1031,74,POPLATEK MESICNE,1995-06-20
985,1032,11,POPLATEK MESICNE,1993-04-26
986,1033,32,POPLATEK MESICNE,1997-08-05
987,1034,73,POPLATEK MESICNE,1997-04-04
988,1035,73,POPLATEK MESICNE,1997-04-18
989,1036,11,POPLATEK MESICNE,1996-01-18
990,1037,1,POPLATEK MESICNE,1997-02-18
991,1038,64,POPLATEK MESICNE,1995-04-20
992,1039,70,POPLATEK TYDNE,1993-05-10
993,1040,19,POPLATEK MESICNE,1996-05-18
994,1042,43,POPLATEK MESICNE,1994-04-03
995,1043,1,POPLATEK MESICNE,1997-08-13
996,1044,14,POPLATEK MESICNE,1995-11-09
997,1045,3,POPLATEK MESICNE,1996-05-09
998,1046,1,POPLATEK MESICNE,1995-04-14
999,1047,46,POPLATEK MESICNE,1994-06-13
1000,1048,35,POPLATEK MESICNE,1993-05-05
1001,1049,18,POPLATEK MESICNE,1997-12-04
1002,1050,57,POPLATEK PO OBRATU,1993-02-24
1003,1051,35,POPLATEK MESICNE,1993-10-21
1004,1052,61,POPLATEK MESICNE,1993-09-27
1005,1053,57,POPLATEK MESICNE,1994-05-25
1006,1054,10,POPLATEK MESICNE,1993-02-19
1007,1055,29,POPLATEK MESICNE,1996-12-12
1008,1056,1,POPLATEK TYDNE,1996-12-28
1009,1057,13,POPLATEK MESICNE,1993-08-23
1010,1058,47,POPLATEK MESICNE,1996-06-11
1011,1059,8,POPLATEK MESICNE,1995-05-30
1012,1060,6,POPLATEK MESICNE,1996-10-20
1013,1061,44,POPLATEK MESICNE,1997-10-17
1014,1062,6,POPLATEK MESICNE,1993-07-11
1015,1063,68,POPLATEK MESICNE,1996-09-19
1016,1064,70,POPLATEK MESICNE,1997-09-29
1017,1065,72,POPLATEK MESICNE,1993-03-27
1018,1066,16,POPLATEK TYDNE,1996-09-15
1019,1067,34,POPLATEK MESICNE,1996-09-10
1020,1068,52,POPLATEK MESICNE,1997-02-15
1021,1069,70,POPLATEK MESICNE,1993-07-24
1022,1070,62,POPLATEK MESICNE,1996-04-23
1023,1071,68,POPLATEK TYDNE,1993-05-10
1024,1072,65,POPLATEK MESICNE,1997-12-09
1025,1073,73,POPLATEK MESICNE,1994-02-27
1026,1074,59,POPLATEK MESICNE,1996-05-16
1027,1075,35,POPLATEK MESICNE,1995-07-13
1028,1076,1,POPLATEK MESICNE,1994-10-30
1029,1077,14,POPLATEK MESICNE,1993-03-03
1030,1078,1,POPLATEK MESICNE,1996-07-12
1031,1079,74,POPLATEK MESICNE,1993-09-14
1032,1080,55,POPLATEK MESICNE,1993-12-27
1033,1081,64,POPLATEK MESICNE,1996-12-21
1034,1082,2,POPLATEK MESICNE,1996-06-08
1035,1083,45,POPLATEK MESICNE,1996-12-06
1036,1085,42,POPLATEK MESICNE,1997-09-11
1037,1086,37,POPLATEK MESICNE,1996-06-17
1038,1087,55,POPLATEK MESICNE,1996-06-26
1039,1088,32,POPLATEK MESICNE,1993-12-19
1040,1089,74,POPLATEK MESICNE,1995-10-10
1041,1090,69,POPLATEK MESICNE,1996-10-19
1042,1091,16,POPLATEK MESICNE,1993-09-09
1043,1092,41,POPLATEK MESICNE,1995-06-06
1044,1093,54,POPLATEK MESICNE,1996-01-14
1045,1094,35,POPLATEK MESICNE,1996-07-10
1046,1095,54,POPLATEK MESICNE,1997-06-18
1047,1096,34,POPLATEK MESICNE,1997-03-03
1048,1097,67,POPLATEK MESICNE,1996-06-22
1049,1098,47,POPLATEK MESICNE,1993-12-28
1050,1100,35,POPLATEK MESICNE,1996-09-23
1051,1101,4,POPLATEK MESICNE,1997-09-22
1052,1102,70,POPLATEK MESICNE,1996-02-19
1053,1103,66,POPLATEK MESICNE,1995-07-09
1054,1104,39,POPLATEK MESICNE,1995-12-07
1055,1105,55,POPLATEK MESICNE,1994-09-01
1056,1106,20,POPLATEK TYDNE,1993-08-29
1057,1107,42,POPLATEK MESICNE,1993-09-08
1058,1108,26,POPLATEK MESICNE,1995-03-09
1059,1109,66,POPLATEK MESICNE,1994-10-27
1060,1110,54,POPLATEK MESICNE,1997-07-10
1061,1111,5,POPLATEK MESICNE,1996-02-16
1062,1112,48,POPLATEK MESICNE,1995-02-03
1063,1113,8,POPLATEK MESICNE,1996-09-23
1064,1114,6,POPLATEK TYDNE,1993-11-13
1065,1115,34,POPLATEK MESICNE,1993-03-27
1066,1116,1,POPLATEK MESICNE,1993-07-20
1067,1117,68,POPLATEK MESICNE,1996-08-29
1068,1118,48,POPLATEK MESICNE,1993-07-04
1069,1120,1,POPLATEK MESICNE,1993-10-05
1070,1121,32,POPLATEK MESICNE,1996-04-17
1071,1122,13,POPLATEK MESICNE,1995-08-12
1072,1123,13,POPLATEK MESICNE,1993-11-01
1073,1124,26,POPLATEK MESICNE,1996-06-02
1074,1125,1,POPLATEK TYDNE,1997-11-21
1075,1126,56,POPLATEK MESICNE,1993-03-08
1076,1127,27,POPLATEK MESICNE,1993-01-27
1077,1128,74,POPLATEK MESICNE,1993-11-21
1078,1129,35,POPLATEK MESICNE,1995-03-03
1079,1130,1,POPLATEK MESICNE,1997-05-11
1080,1132,1,POPLATEK TYDNE,1993-02-03
1081,1133,1,POPLATEK MESICNE,1993-11-01
1082,1134,6,POPLATEK MESICNE,1993-02-09
1083,1135,1,POPLATEK MESICNE,1995-07-17
1084,1136,12,POPLATEK MESICNE,1993-08-07
1085,1137,60,POPLATEK MESICNE,1995-12-19
1086,1138,41,POPLATEK MESICNE,1997-04-07
1087,1139,34,POPLATEK PO OBRATU,1996-01-20
1088,1140,49,POPLATEK MESICNE,1997-11-07
1089,1141,28,POPLATEK MESICNE,1997-02-16
1090,1142,74,POPLATEK MESICNE,1995-10-19
1091,1144,59,POPLATEK MESICNE,1993-01-28
1092,1145,31,POPLATEK MESICNE,1993-07-03
1093,1146,67,POPLATEK MESICNE,1993-09-12
1094,1147,44,POPLATEK MESICNE,1993-04-10
1095,1149,18,POPLATEK MESICNE,1995-09-07
1096,1150,29,POPLATEK MESICNE,1997-10-08
1097,1151,40,POPLATEK MESICNE,1995-06-23
1098,1152,45,POPLATEK MESICNE,1993-04-15
1099,1153,35,POPLATEK MESICNE,1993-12-29
1100,1154,5,POPLATEK TYDNE,1997-08-29
1101,1155,43,POPLATEK MESICNE,1996-10-04
1102,1156,59,POPLATEK MESICNE,1997-12-09
1103,1157,7,POPLATEK MESICNE,1993-03-27
1104,1158,50,POPLATEK MESICNE,1994-04-03
1105,1159,49,POPLATEK MESICNE,1994-02-09
